"userid","itemid","rating"
28,70,1
44,5954,5
31,27773,4
5,1104,5
28,111,5
44,5955,3
31,27801,4
5,1120,5
28,223,5
44,6287,3
31,27904,3
5,1124,4
28,233,4
44,6502,3
31,30749,4
5,1128,3
28,541,5
44,6517,3
31,30793,3.5
5,1129,4
28,1093,4
44,6548,4
31,31658,3.5
5,1130,3
28,1094,4
44,6586,2
31,31878,4
5,1132,4
28,1126,4
44,6787,3
31,32587,4
5,1136,5
28,1136,5
44,6953,3
31,33004,4
5,1161,4
28,1199,5
44,7147,4
31,33437,4.5
5,1162,4
28,1206,5
44,7171,3
31,33493,3.5
5,1171,5
28,1222,5
44,7293,3
31,33794,4
5,1172,3
28,1298,5
44,8495,3
31,34048,2.5
5,1175,5
28,1597,4
44,8641,3
31,34319,3.5
5,1179,4
28,2147,3
44,8810,3
31,34523,4
5,1186,4
28,2318,5
44,8948,3
31,36401,3
5,1187,3
28,2320,4
44,8968,3
31,37386,2.5
5,1189,5
28,2329,5
44,8977,3
31,37741,3.5
5,1190,3
28,2337,4
44,27773,5
31,37857,4
5,1191,4
28,2384,1
44,30798,2
31,39292,4
5,1192,5
28,2507,4
44,30812,4
31,40732,2.5
5,1193,4
28,2554,3
44,30846,3
31,40815,3.5
5,1196,3
28,2580,2
44,31420,3
31,41566,4
5,1197,3
28,2692,4
44,33085,2
31,42718,3.5
5,1198,4
28,2693,4
44,35836,4
31,43928,0.5
5,1199,5
28,2700,4
44,43936,3
31,44191,4
5,1200,4
28,2706,2
44,48304,4
31,44761,4.5
5,1201,3
28,2712,5
44,50442,4
31,45517,3
5,1203,4
28,2716,4
44,51662,4
31,45722,2.5
5,1204,5
28,2718,1
44,53000,4
31,45728,3
5,1206,5
28,2762,4
44,53207,3
31,45730,4
5,1207,5
28,2841,4
44,53953,4
31,46322,3.5
5,1208,5
28,2858,5
44,55391,3
31,46530,2.5
5,1209,3
28,2900,3
44,55765,3
31,46578,4.5
5,1210,3
28,2908,4
44,56169,3
31,46965,3.5
5,1212,4
28,2959,5
44,59362,4
31,46976,4.5
5,1213,5
28,2976,4
44,63082,4
31,47044,3
5,1214,5
28,2997,4
44,68157,5
31,47200,4
5,1217,5
28,3113,1
44,68554,3
31,47518,3
5,1219,5
28,3160,5
44,69757,4
31,47810,2
5,1220,4
28,3264,2
44,70361,3
31,48142,3
5,1222,5
28,3498,5
44,72378,2
31,48161,3
5,1225,4
28,3578,4
44,72405,3
31,48516,4
5,1226,4
16,303,2.5
44,74789,3
31,48774,4
5,1227,4
16,610,2
44,80126,4
31,49272,3.5
5,1228,4
16,1037,1.5
44,89864,3
29,6,3
5,1230,5
16,1188,2
42,1,5
29,7,3
5,1231,3
16,1231,2
42,18,3
29,9,3
5,1233,3
16,1261,4.5
42,21,4
29,10,5
5,1234,3
16,1321,2
42,29,3
29,11,3
5,1235,4
16,1378,2
42,31,4
29,14,3
5,1238,4
16,1831,4.5
42,32,5
29,30,4
5,1240,4
16,1882,4.5
42,34,5
29,36,5
5,1244,5
16,1912,3
42,39,4
29,47,5
5,1246,5
16,2289,2
42,50,5
29,50,5
5,1247,4
16,2359,3
42,58,4
29,62,4
5,1249,5
16,2366,4.5
42,151,4
29,70,3
5,1250,4
16,2826,3.5
42,153,4
29,95,3
5,1251,3
16,2944,2
42,157,3
29,110,4
5,1252,4
16,3247,2
42,161,5
29,117,3
5,1253,5
16,3361,1.5
42,204,4
29,150,4
5,1254,5
16,3555,4.5
42,232,5
29,153,3
5,1256,5
16,4002,2
42,300,4
29,161,3
5,1258,5
33,468,4
42,318,5
29,165,3
5,1259,4
33,485,2.5
42,342,5
29,200,3
5,1262,3
33,524,4.5
42,349,4
29,214,5
5,1263,4
33,1095,3.5
42,353,5
29,231,3
5,1264,5
33,1381,3
42,356,5
29,280,3
5,1265,3
33,1674,4.5
42,364,4
29,290,4
5,1266,5
33,2108,4
42,367,3
29,292,4
5,1267,5
33,2336,4.5
42,368,3
29,296,5
5,1268,4
33,2352,4
42,377,5
29,306,4
5,1269,4
33,2533,2.5
42,380,4
29,316,3
5,1270,3
33,2792,3
42,434,4
29,318,5
5,1271,4
33,3060,4.5
42,440,4
29,339,4
5,1272,5
33,4886,4.5
42,446,5
29,344,2
5,1274,5
33,4993,4.5
42,450,4
29,349,3
5,1275,4
33,5693,3.5
42,457,4
29,356,4
5,1276,3
33,5816,4.5
42,474,3
29,373,3
5,1278,5
33,5952,5
42,480,3
29,377,3
5,1279,4
33,7153,5
42,494,4
29,380,4
5,1282,4
33,8961,4
42,497,5
29,394,3
5,1283,3
33,30707,4.5
42,520,3
29,434,5
5,1285,4
33,40819,5
42,533,4
29,456,4
5,1286,4
33,54286,4.5
42,538,5
29,457,4
5,1287,4
10,207,3.5
42,543,3
29,474,3
5,1288,4
10,595,3.5
42,587,5
29,475,5
5,1291,3
10,596,4
42,588,5
29,497,4
5,1292,4
10,832,4
42,589,3
29,508,4
5,1293,5
10,851,2
42,595,5
29,515,5
5,1295,5
10,899,4.5
42,597,4
29,588,3
5,1296,4
10,1092,3.5
42,608,3
29,590,4
5,1297,3
10,1101,3
42,661,4
29,592,3
5,1298,5
10,1263,4
42,733,5
29,593,5
5,1299,5
10,1485,3
42,736,4
29,632,4
5,1302,3
10,2054,4
42,778,4
29,638,4
5,1303,4
10,2081,3
42,780,4
29,641,1
5,1304,3
10,2096,3
42,786,5
29,648,4
5,1305,4
10,2273,4
42,832,5
29,649,4
5,1307,3
10,2687,3.5
42,836,3
29,665,4
5,1321,5
10,3114,4
42,1004,4
29,712,3
5,1329,2
10,4310,3.5
42,1183,4
29,718,4
5,1332,3
10,5060,2
42,1358,5
29,736,4
5,1333,5
10,5377,3
42,1429,3
29,768,1
5,1340,5
10,5632,2
6,1,4
5,1343,5
10,5952,4
6,2,3
5,1345,4
48,21,4
6,6,4
5,1346,4
48,32,5
6,10,4
5,1347,3
48,34,4
6,16,4
5,1348,3
48,45,3
6,19,3
5,1350,4
48,101,3
6,21,4
5,1355,3
48,125,4
6,39,3
5,1356,3
48,144,2
6,47,4
5,1358,5
48,157,5
6,50,4
5,1370,2
48,223,4
6,62,4
5,1372,3
48,224,3.5
6,63,3
5,1374,4
48,252,4
6,70,3.5
5,1378,3
48,260,3
6,72,3
5,1380,3
48,265,2
6,104,4
5,1387,4
48,296,5
6,111,4
5,1391,4
48,316,2
6,145,4
5,1393,4
48,357,3
6,153,3
5,1394,5
48,367,2
6,165,3.5
5,1396,4
48,370,4
6,215,5
5,1401,4
48,372,4
6,223,4
5,1405,4
48,417,2
6,231,3
5,1408,5
48,440,3
6,260,4
5,1419,4
48,441,1
6,293,5
5,1449,4
48,468,4
6,316,2.5
5,1466,4
48,480,3
6,318,5
5,1480,4
48,489,2
6,344,2.5
5,1517,5
48,497,4
6,353,4
5,1580,2
48,500,4
6,356,4
5,1584,5
48,514,3
6,364,3
5,1587,2
48,529,4
6,367,2.5
5,1589,2
48,532,2
6,368,4
5,1594,3
48,537,3
6,377,3.5
5,1610,4
48,541,4
6,380,3.5
5,1611,5
48,551,3
6,413,3.5
5,1613,4
48,586,1
6,420,3.5
5,1617,4
48,587,3
6,434,3
5,1625,4
48,589,3
6,442,4
5,1627,4
48,592,2
6,454,3.5
5,1639,5
48,653,2
6,466,3
5,1641,5
48,671,4
6,480,3.5
5,1645,4
48,708,4
6,500,3
5,1653,5
48,714,4
6,520,2.5
5,1663,4
48,743,3
6,553,3.5
5,1673,4
48,778,4
6,586,3.5
5,1674,4
48,780,1
6,588,4
5,1678,4
48,837,5
6,589,4
5,1682,4
48,852,3
6,592,4
5,1690,4
48,858,5
6,595,3
5,1694,5
48,892,5
6,608,3
5,1699,4
48,903,2
6,628,4
5,1701,4
48,904,3
6,648,4
5,1704,5
48,913,4
6,733,5
5,1711,5
48,924,4
6,736,3
5,1727,5
48,988,4
6,750,4
5,1729,5
48,1028,4
6,778,4
5,1732,4
48,1042,4
6,780,5
5,1747,4
48,1050,4
6,788,3
5,1784,4
48,1077,4
6,832,3.5
5,1805,2
48,1078,4
6,852,3.5
5,1883,4
48,1079,4
6,858,4
5,1884,3
48,1081,5
6,953,5
5,1885,4
48,1094,4
6,1036,4
5,1909,4
48,1097,4
6,1059,5
5,1913,3
48,1125,3
6,1060,4
5,1921,2
48,1136,5
6,1073,4
5,1923,5
48,1150,4
6,1097,3.5
5,1924,4
48,1171,5
6,1101,4
5,1925,4
48,1173,2
6,1148,4
5,1927,3
48,1188,4
6,1196,5
5,1935,4
48,1194,2
6,1202,3.5
5,1936,5
48,1196,3
6,1210,5
5,1937,3
48,1197,4
6,1213,4.5
5,1939,4
48,1199,2
6,1221,4
5,1942,4
48,1200,4
6,1234,5
5,1944,4
48,1206,4
6,1240,4
5,1945,4
48,1208,3
6,1246,4
5,1946,4
48,1214,5
6,1247,4.5
5,1947,5
48,1220,3
6,1259,4
5,1948,3
48,1224,5
6,1265,5
5,1949,4
48,1225,5
6,1270,4
5,1950,4
48,1230,4
6,1288,4
5,1952,3
48,1231,2
6,1291,3.5
5,1953,4
48,1234,3
6,1370,3.5
5,1954,2
48,1235,1
6,1377,3.5
5,1955,4
48,1238,4
6,1380,3.5
5,1956,4
48,1243,5
6,1391,3
5,1957,4
48,1244,4
6,1485,3
5,1959,5
48,1246,4
6,1527,3.5
5,1961,3
48,1252,4
6,1552,4
5,1962,4
48,1264,5
6,1573,4
5,1963,3
48,1267,4
6,1580,3
5,1964,3
48,1269,5
6,1610,4
5,1965,5
48,1270,4
6,1617,4
5,1967,4
48,1278,4
6,1653,5
5,1968,2
48,1279,5
6,1658,5
5,1982,1
48,1285,3
6,1676,3.5
5,1994,4
48,1288,4
6,1680,4
5,1997,4
48,1292,2
6,1682,4
5,2000,2
48,1293,4
6,1704,4
5,2001,3
48,1296,4
6,1721,3.5
5,2009,3
48,1297,2
6,1722,3.5
5,2010,4
48,1302,4
6,1732,4.5
5,2011,3
48,1305,3
6,1747,4
5,2017,3
48,1320,4
6,1755,4
5,2018,3
48,1356,3
6,1831,3.5
5,2020,5
48,1367,2
6,1876,2.5
5,2022,4
48,1371,3
6,1884,3.5
5,2023,5
48,1377,2
6,1917,4
5,2028,5
48,1391,4
6,1923,3.5
5,2046,3
48,1394,5
6,1954,4.5
5,2064,5
48,1395,2
6,1961,4
5,2065,3
48,1411,5
6,2000,3.5
5,2067,4
48,1441,3.5
6,2003,4
5,2068,4
48,1513,4
6,2005,4.5
5,2070,4
48,1516,4
6,2011,3.5
5,2076,5
48,1517,3
6,2012,3.5
5,2078,2
48,1541,3
6,2028,4
5,2085,3
48,1580,4
6,2054,3
5,2094,3
48,1584,4
6,2081,3
5,2096,4
48,1617,5
6,2082,4
5,2097,3
48,1633,4
6,2115,4
5,2100,4
48,1639,3
6,2134,2.5
5,2102,5
48,1641,3
6,2161,4
5,2105,4
48,1674,4
6,2167,4
5,2108,4
48,1690,4
6,2194,4
5,2109,3
48,1732,4
6,2291,4
5,2110,3
48,1747,4
6,2296,4.5
5,2112,5
48,1883,5
6,2302,3.5
5,2114,4
48,1884,4.5
6,2324,5
5,2115,4
48,1919,4
6,2329,4
5,2117,3
48,1921,5
6,2335,4
5,2124,4
48,1948,3
6,2340,4
5,2130,5
48,1953,3
6,2355,2.5
5,2132,4
48,1954,3
6,2378,2.5
5,2133,3
48,1957,4
6,2380,4
5,2138,3
48,1958,3
6,2381,4
5,2143,3
48,1960,4
6,2382,3.5
5,2145,3
48,1962,4
6,2383,4
5,2150,3
48,1963,4
6,2396,3.5
5,2155,4
48,1964,5
6,2406,2.5
5,2160,5
48,1965,5
6,2411,3.5
5,2161,3
48,1968,4
6,2412,2
5,2165,4
48,2003,3
6,2420,5
5,2174,3
48,2011,2
6,2421,3.5
5,2176,5
48,2012,3
6,2424,3.5
5,2178,4
48,2020,4
6,2470,3.5
5,2180,3
48,2021,1
6,2502,4
5,2181,4
48,2034,1
6,2541,3.5
5,2183,5
48,2043,2
6,2542,5
5,2184,4
48,2052,3
6,2571,5
5,2194,3
48,2053,2
6,2572,5
5,2202,3
48,2054,3
6,2617,3
5,2212,5
48,2064,5
6,2628,3.5
5,2231,4
48,2100,3
6,2671,3
5,2240,4
48,2105,3
6,2683,3.5
5,2242,3
48,2108,4
6,2699,3
5,2243,3
48,2110,2
6,2700,4
5,2245,3
48,2116,4
6,2706,4
5,2247,4
48,2141,4
6,2716,4
5,2261,3
48,2150,2
6,2763,4
5,2268,4
48,2151,1
6,2797,4.5
5,2271,3
48,2173,4
6,2858,4.5
5,2273,3
48,2193,2
6,2916,4
5,2278,4
48,2243,4
6,2918,4.5
5,2280,5
48,2247,4
6,2959,5
5,2282,4
48,2291,4
6,2985,4
5,2287,4
48,2300,5
6,2987,4
5,2288,4
48,2301,3
6,3020,4.5
5,2289,5
48,2302,4
6,3039,4.5
5,2291,2
48,2311,2
6,3087,4.5
5,2294,4
48,2312,2
6,3114,4
5,2300,5
48,2321,4
6,3146,3.5
5,2301,4
48,2352,4
6,3147,3.5
5,2302,3
48,2369,4
6,3160,3.5
5,2303,5
48,2370,2
6,3253,4
5,2313,4
48,2405,3
6,3254,4
5,2320,3
48,2406,3
6,3271,4.5
5,2321,3
48,2407,3
6,3408,3
5,2329,5
48,2409,2
6,3479,3
5,2331,4
48,2420,3
6,3481,5
5,2333,5
48,2463,4
6,3513,3.5
5,2336,5
48,2470,4
6,3578,4.5
5,2337,4
48,2571,2
6,3740,4
5,2344,4
48,2572,2
6,3751,4
5,2345,4
48,2657,4
6,3753,3.5
5,2348,4
48,2683,3
6,3897,4.5
5,2349,4
48,2716,4
6,3948,2.5
5,2352,4
48,2717,3
6,3949,4
5,2353,4
48,2746,5
6,3996,4
5,2355,4
48,2788,3
6,4006,4.5
5,2359,4
48,2791,4
6,4011,5
5,2361,5
48,2863,5
6,4014,4
5,2362,4
48,2916,3
6,4018,4
5,2366,3
48,2918,4
6,4022,3.5
5,2370,4
48,2919,4
6,4084,3
5,2371,2
48,2928,2
6,4085,3.5
5,2372,2
48,2929,3
6,4223,4
5,2378,2
48,2943,2
6,4226,4.5
5,2395,4
48,2946,4
6,4235,4
5,2396,4
48,2968,3
6,4246,3.5
5,2398,3
48,2987,4
6,4306,4
5,2401,3
48,3019,4
6,4308,5
5,2406,3
48,3033,4
6,4370,3.5
5,2414,2
48,3044,4
6,4487,3.5
5,2437,5
48,3067,4
6,4489,4
5,2454,5
48,3070,4
6,4545,3.5
5,2455,3
48,3072,4
6,4571,4
5,2463,4
48,3081,3.5
6,4614,3.5
5,2467,4
48,3108,4
6,4673,4
5,2469,4
48,3167,2
6,4720,4
5,2495,4
48,3175,4
6,4776,4
5,2496,5
48,3201,3
6,4816,5
5,2501,5
48,3210,4
6,4848,4
5,2502,5
48,3254,3
6,4878,4
5,2504,4
48,3258,3
6,4963,4.5
5,2518,4
48,3263,5
6,4973,5
5,2519,4
48,3329,4
6,4975,4
5,2527,4
48,3334,4
6,4979,3.5
5,2528,4
48,3358,4
6,4980,3
5,2529,3
48,3359,3
6,4993,3.5
5,2541,4
48,3360,3
6,4995,3.5
5,2542,5
48,3363,3
6,5055,4
5,2550,5
48,3421,4
6,5137,4.5
5,2551,4
48,3424,5
6,5151,3.5
5,2553,3
48,3448,5
6,5283,4
5,2565,4
48,3471,4
6,5377,4
5,2571,5
48,3478,4
6,5378,4
5,2580,3
48,3504,4
6,5418,4
5,2583,4
48,3506,4
6,5445,3.5
5,2596,3
48,3507,3
6,5459,2.5
5,2613,3
48,3521,5
6,5618,3.5
5,2633,3
48,3524,3
6,5669,3.5
5,2637,4
48,3525,2
6,5673,4
5,2648,5
48,3543,4
6,5810,4.5
5,2649,4
48,3545,5
6,5876,3.5
5,2654,3
48,3676,2
6,5903,3
5,2657,5
48,3683,2
6,5952,4
5,2659,5
48,3685,3
6,5956,3.5
5,2661,5
48,3700,5
6,5989,4
5,2662,4
48,3702,4
6,6016,5
5,2664,4
48,3703,4
6,6188,4.5
5,2671,4
48,3730,5
6,6218,3.5
5,2677,4
48,3733,3
6,6281,3.5
5,2689,4
48,3788,4
6,6365,3.5
5,2693,4
48,4865,3
6,6377,4
5,2706,1
48,5060,3
6,6502,4
5,2707,4
48,6539,5
6,6548,4
5,2710,4
48,6709,3.5
6,6618,3.5
5,2712,3
48,7347,3
6,6664,5
5,2716,4
48,7372,3.5
6,6711,5
5,2728,4
48,7458,3.5
6,6796,3.5
5,2729,4
6,6863,4
5,2730,4
6,6874,4
5,2734,4
6,6936,5
5,2739,5
6,6942,4.5
5,2747,2
6,7033,4
5,2759,4
6,7090,4
5,2762,5
6,7147,4
5,2763,5
6,7153,4
5,2764,4
6,7254,4
5,2779,4
6,7259,2
5,2780,2
6,7325,3.5
5,2781,4
6,7361,5
5,2782,3
6,7438,4
5,2784,2
6,7762,4
5,2788,4
6,7844,4.5
5,2791,3
6,7981,4.5
5,2792,2
6,8360,3.5
5,2797,4
6,8376,4
5,2804,4
6,8464,3.5
5,2819,3
6,8528,4.5
5,2829,5
6,8529,4
5,2841,3
6,8533,4
5,2858,5
6,8638,5
5,2859,5
6,8641,5
5,2863,5
6,8665,4
5,2867,4
6,8784,4.5
5,2871,4
6,8798,3.5
5,2872,3
6,8873,4
5,2890,5
6,8874,4
5,2899,4
6,8910,4.5
5,2901,2
6,8917,4
5,2904,4
6,8961,4
5,2908,5
6,8983,3.5
5,2912,4
6,25941,4
5,2915,3
6,26547,4.5
5,2916,4
6,26614,4.5
5,2917,4
6,26865,3.5
5,2918,3
6,27592,4
5,2919,4
6,27773,5
5,2921,3
6,27801,4.5
5,2922,3
6,27808,4
5,2926,5
6,27831,4.5
5,2932,3
6,30707,4
5,2940,4
6,30793,3
5,2941,3
6,30810,4.5
5,2944,3
6,31878,4
5,2946,5
6,33493,4
5,2947,3
6,33679,3.5
5,2948,3
6,33794,4.5
5,2949,3
6,34048,3.5
5,2951,3
6,34162,4
5,2959,5
6,35836,3.5
5,2967,5
6,35957,3
5,2968,3
6,38038,3.5
5,2970,5
6,38061,4.5
5,2971,5
6,40629,3.5
5,2973,3
6,42632,4.5
5,2983,3
6,44195,4
5,2985,2
6,44199,4.5
5,2987,3
6,44665,4
5,2988,4
6,45183,4.5
5,2993,3
6,45728,4
5,2997,5
6,46578,3.5
5,3006,4
6,46970,3.5
5,3007,5
6,46976,5
5,3011,4
6,47200,2
5,3016,2
6,47610,4
5,3018,2
6,48385,4
5,3019,5
6,48394,3.5
5,3022,3
6,48516,4
5,3028,4
6,48774,4.5
5,3035,3
6,48780,4
5,3037,4
6,49272,4.5
5,3039,3
6,51662,3.5
5,3040,3
6,51939,4
5,3044,2
6,52973,4
5,3046,4
6,53972,3.5
5,3049,3
6,53996,3
5,3052,4
6,54286,4.5
5,3060,4
6,54503,4
5,3061,3
6,54997,4.5
5,3066,3
6,55267,4
5,3068,4
6,55442,4
5,3072,5
6,56174,3.5
5,3073,4
6,56367,4
5,3074,3
6,56587,3.5
5,3079,4
6,56941,4
5,3088,4
6,58246,3
5,3093,2
6,58297,1.5
5,3094,5
6,58334,4
5,3095,3
6,58559,4.5
5,3096,3
6,59315,4
5,3098,4
6,59369,5
5,3099,4
6,59784,4
5,3100,4
6,59900,2.5
5,3101,4
6,60069,4
5,3102,4
6,61132,3.5
5,3104,4
6,62511,3
5,3105,4
6,63082,4
5,3107,2
6,63113,4
5,3108,4
6,63859,4
5,3111,3
6,64285,3
5,3133,4
6,64499,4
5,3134,4
6,64614,4
5,3135,3
6,64839,4
5,3148,4
6,65514,5
5,3152,4
6,65810,3
5,3153,3
6,66509,4.5
5,3157,3
6,66665,4.5
5,3159,5
6,67255,3.5
5,3160,5
6,68237,4.5
5,3168,4
6,68319,3.5
5,3169,4
6,69122,4
5,3172,4
6,69757,4.5
5,3174,1
6,69951,4
5,3175,4
6,70286,4
5,3176,5
6,71254,3
5,3182,5
6,71520,3.5
5,3194,2
6,71535,4.5
5,3196,3
6,71899,4.5
5,3197,4
6,72011,4
5,3198,2
6,73266,4
5,3200,3
6,73323,3.5
5,3201,5
6,74510,4
5,3203,4
6,76093,4
5,3204,3
6,76251,4.5
5,3210,5
6,77800,4
5,3244,3
6,78499,4
5,3252,4
6,79132,5
5,3253,5
6,79134,3.5
5,3255,4
6,79553,3.5
5,3256,4
6,79695,1
5,3260,5
6,79702,4
5,3262,4
6,80463,4
5,3266,5
6,80693,3.5
5,3274,3
6,81591,3.5
5,3281,5
6,81932,4
5,3282,5
6,82093,3.5
5,3284,4
6,84152,3.5
5,3296,3
6,84601,3.5
5,3307,3
6,84772,4
5,3330,3
6,85401,3.5
5,3334,4
6,85414,4
5,3342,3
6,86190,4
5,3350,4
6,86332,4
5,3358,5
6,86882,4.5
5,3359,4
6,87192,4.5
5,3361,3
6,87222,4
5,3362,4
6,87232,4
5,3363,5
6,87306,3.5
5,3379,5
6,88129,3.5
5,3384,3
6,88810,4
5,3386,4
6,89305,3.5
5,3404,4
6,89492,4
5,3408,5
6,89745,4
5,3417,3
6,89753,4
5,3418,4
6,89774,5
5,3420,4
6,89864,4.5
5,3424,3
6,90405,3.5
5,3435,3
6,90866,4
5,3447,3
6,91529,4.5
5,3448,4
6,91630,4
5,3451,5
6,91653,3.5
5,3461,4
6,92393,4
5,3462,3
6,93510,4
5,3467,3
6,94864,3
5,3468,4
6,95441,3.5
5,3469,4
6,95873,4
5,3471,5
6,96079,4
5,3475,4
6,96610,4
5,3476,4
6,96693,2.5
5,3478,4
6,96728,1
5,3494,3
6,96737,3.5
5,3498,4
6,96811,3
5,3499,5
6,96821,4.5
5,3504,5
6,96861,3.5
5,3505,4
6,97304,4
5,3507,4
6,97913,4
5,3508,3
6,97921,4
5,3516,5
6,97938,4
5,3521,4
6,98809,3
5,3524,4
6,99149,3
5,3526,4
6,99728,3.5
5,3527,4
6,99813,3.5
5,3535,4
6,100714,3.5
5,3543,3
6,102445,4
5,3544,1
6,102819,4
5,3545,4
6,103042,4
5,3546,5
6,103141,4
5,3547,5
6,103606,3.5
5,3548,5
6,104841,4
5,3549,2
6,106920,4.5
5,3550,4
6,108932,4
5,3551,4
6,109487,4.5
5,3552,4
6,111360,3.5
5,3556,4
6,111362,3.5
5,3576,4
6,111759,4
5,3578,4
6,111815,4
5,3604,5
6,112290,4.5
5,3606,3
6,112623,4
5,3608,5
6,112852,4
5,3629,3
6,115617,4
5,3634,3
6,122892,3
5,3635,3
46,16,5
5,3639,3
46,25,4
5,3649,4
46,32,3.5
5,3654,3
46,45,4
5,3668,3
46,50,4
5,3671,5
46,52,3.5
5,3675,4
46,58,4
5,3676,2
46,81,2.5
5,3678,3
46,85,4
5,3679,4
46,94,3.5
5,3681,3
46,101,3.5
5,3683,5
46,111,3.5
5,3684,3
46,125,4
5,3685,5
46,154,3.5
5,3686,4
46,172,3
5,3698,4
46,180,3
5,3699,4
46,215,4
5,3700,4
46,223,3.5
5,3701,3
46,232,4
5,3702,4
46,235,4.5
5,3703,5
46,260,4
5,3706,4
46,265,4
5,3712,4
46,296,4
5,3718,4
46,306,4.5
5,3724,3
46,307,4
5,3727,4
46,337,4
5,3730,5
46,373,4
5,3732,3
46,412,4
5,3733,3
46,417,3.5
5,3734,3
46,431,3.5
5,3735,4
46,441,3.5
5,3736,4
46,471,3.5
5,3738,4
46,481,3
5,3740,4
46,509,4
5,3741,4
46,527,3
5,3742,4
46,532,3
5,3751,3
46,534,3.5
5,3755,3
46,541,4.5
5,3760,3
46,553,3
5,3763,3
46,555,3.5
5,3769,3
46,599,4
5,3788,4
46,608,4.5
5,3793,5
46,720,4
5,3794,5
46,750,5
5,3809,4
46,778,4
5,3810,4
46,785,3.5
5,3811,3
46,800,4
5,3812,3
46,851,4.5
5,3814,3
46,858,4.5
5,3836,2
46,902,3.5
5,3844,4
46,904,4
5,3864,1
46,908,4
5,3868,3
46,909,3.5
5,3871,3
46,923,5
5,3872,5
46,924,4
5,3873,4
46,930,3.5
5,3880,3
46,994,4
5,3893,5
46,999,3
5,3897,5
46,1041,4
5,3911,4
46,1060,3.5
5,3913,4
46,1079,4
5,3917,2
46,1080,5
5,3922,2
46,1086,3.5
5,3924,2
46,1089,4
5,3927,3
46,1092,3.5
5,3928,3
46,1095,4.5
5,3929,4
46,1096,4
5,3930,4
46,1103,3
5,3932,4
46,1104,5
5,3948,4
46,1136,5
5,3949,3
46,1148,4
5,3952,4
46,1172,4
5,3959,4
46,1173,3.5
5,3984,3
46,1175,4
5,3993,5
46,1179,4
5,3996,5
46,1183,3.5
5,4000,3
46,1185,5
5,4002,4
46,1190,3.5
5,4005,3
46,1193,4.5
5,4007,3
46,1196,4
5,4009,3
46,1199,4
5,4011,5
46,1201,4
5,4014,4
46,1203,4.5
5,4017,4
46,1206,4
5,4019,3
46,1210,3.5
5,4021,5
46,1213,5
5,4022,4
46,1214,4
5,4025,3
46,1217,5
5,4027,5
46,1221,5
5,4029,4
46,1222,4.5
5,4034,5
46,1225,5
5,4037,4
46,1228,5
5,4066,4
46,1230,4.5
5,4085,3
46,1233,5
5,4086,3
46,1234,4
5,4103,4
46,1235,4.5
5,4116,5
46,1237,4
5,4117,5
46,1242,4
5,4178,4
46,1243,4
5,4185,2
46,1245,4
5,4186,4
46,1246,3.5
5,4187,3
46,1247,4
5,4189,3
46,1251,3.5
5,4190,4
46,1252,4.5
5,4191,3
46,1253,4
5,4195,2
46,1254,4
5,4205,3
46,1258,4
5,4210,4
46,1259,4
5,4211,5
46,1266,4
5,4212,3
46,1274,3.5
5,4216,5
46,1283,4
5,4218,4
46,1288,4
5,4226,5
46,1292,3
5,4239,5
46,1295,3.5
5,4254,1
46,1301,3.5
5,4262,5
46,1304,4
5,4276,5
46,1358,3
5,4277,3
46,1372,3.5
5,4278,5
46,1374,4
5,4279,4
46,1375,3.5
5,4280,4
46,1376,3.5
5,4282,4
46,1391,3.5
5,4291,4
46,1394,5
5,4292,3
46,1442,3.5
5,4294,3
46,1449,3.5
5,4304,5
46,1464,3.5
5,4306,4
46,1466,4
5,4308,5
46,1527,3.5
5,4321,4
46,1584,3.5
5,4326,3
46,1617,4
5,4329,3
46,1627,3.5
5,4332,4
46,1633,3.5
5,4333,3
46,1653,4
5,4349,3
46,1663,3
5,4351,2
46,1673,3.5
5,4356,3
46,1676,3.5
5,4357,4
46,1683,4
5,4359,3
46,1729,4.5
5,4360,3
46,1732,5
5,4361,4
46,1748,3.5
5,4369,4
46,1836,3.5
5,4370,4
46,1884,4
5,4401,2
46,1914,4
5,4406,3
46,1916,3.5
5,4407,4
46,1918,1
5,4410,3
46,1921,4
5,4427,4
46,1923,3.5
5,4428,5
46,1942,5
5,4443,3
46,1945,4
5,4464,4
46,1950,4
5,4465,4
46,1952,4.5
5,4467,4
46,1953,4.5
5,4489,4
46,1954,3.5
5,4499,3
46,1962,2
5,4506,4
46,1965,3.5
5,4508,4
46,1966,3.5
5,4515,4
46,1968,3.5
5,4522,4
46,1997,3
5,4529,4
46,2010,4
5,4537,4
46,2019,4.5
5,4552,2
46,2020,3.5
5,4555,5
46,2028,3.5
5,4557,3
46,2074,3.5
5,4571,4
46,2076,3.5
5,4588,1
46,2109,3.5
5,4641,5
46,2144,2
5,4642,5
46,2160,2.5
5,4660,4
46,2193,3.5
5,4661,4
46,2194,3.5
5,4681,3
46,2231,3.5
5,4690,3
46,2237,3.5
5,4703,4
46,2248,3
5,4705,5
46,2291,3.5
5,4708,4
46,2324,4
5,4710,3
46,2329,4
5,4713,5
46,2333,4
5,4734,5
46,2356,3.5
5,4769,4
46,2393,3
5,4783,4
46,2395,4
5,4787,4
46,2439,3.5
5,4789,4
46,2455,3.5
5,4795,3
46,2501,3.5
5,4799,5
46,2502,3.5
5,4800,4
46,2505,2.5
5,4801,4
46,2527,3.5
5,4802,4
46,2529,4
