"compid","price","speed","hd","ram","screen","expected_compcategory","predicted_compcategory"
"574","2045.0","50.0","250.0","4.0","15.0","super","super"
"44","2255.0","33.0","210.0","8.0","14.0","super","super"
"389","1395.0","25.0","85.0","2.0","14.0","special","special"
"414","2195.0","33.0","250.0","8.0","15.0","super","super"
"574","2045.0","50.0","250.0","4.0","15.0","super","super"
"44","2255.0","33.0","210.0","8.0","14.0","super","super"
"389","1395.0","25.0","85.0","2.0","14.0","special","special"
"454","2425.0","66.0","250.0","8.0","15.0","mega","mega"
"63","2495.0","33.0","250.0","8.0","15.0","mega","mega"
"105","1395.0","25.0","85.0","2.0","14.0","special","special"
"429","1690.0","33.0","107.0","2.0","15.0","special","special"
"454","2425.0","66.0","250.0","8.0","15.0","mega","mega"
"63","2495.0","33.0","250.0","8.0","15.0","mega","mega"
"105","1395.0","25.0","85.0","2.0","14.0","special","special"
"429","1690.0","33.0","107.0","2.0","15.0","special","special"
"168","2599.0","50.0","210.0","4.0","14.0","mega","mega"
"246","2495.0","33.0","250.0","8.0","15.0","mega","mega"
"370","2035.0","33.0","250.0","8.0","14.0","super","super"
"21","1695.0","33.0","130.0","4.0","14.0","special","special"
"168","2599.0","50.0","210.0","4.0","14.0","mega","mega"
"246","2495.0","33.0","250.0","8.0","15.0","mega","mega"
"370","2035.0","33.0","250.0","8.0","14.0","super","super"
"21","1695.0","33.0","130.0","4.0","14.0","special","special"
"433","2595.0","25.0","452.0","16.0","14.0","mega","mega"
"103","1795.0","66.0","85.0","2.0","14.0","super","super"
"492","3595.0","50.0","452.0","8.0","14.0","uber","uber"
"433","2595.0","25.0","452.0","16.0","14.0","mega","mega"
"103","1795.0","66.0","85.0","2.0","14.0","super","super"
"492","3595.0","50.0","452.0","8.0","14.0","uber","uber"
"25","4195.0","50.0","452.0","8.0","14.0","uber","mega"
"572","2325.0","66.0","250.0","8.0","15.0","mega","mega"
"410","2795.0","33.0","452.0","16.0","14.0","hyper","hyper"
"25","4195.0","50.0","452.0","8.0","14.0","uber","mega"
"572","2325.0","66.0","250.0","8.0","15.0","mega","mega"
"410","2795.0","33.0","452.0","16.0","14.0","hyper","hyper"
"290","1695.0","50.0","85.0","2.0","14.0","special","special"
"225","2599.0","50.0","212.0","8.0","14.0","mega","mega"
"42","3895.0","66.0","500.0","8.0","15.0","uber","super"
"290","1695.0","50.0","85.0","2.0","14.0","special","special"
"225","2599.0","50.0","212.0","8.0","14.0","mega","mega"
"42","3895.0","66.0","500.0","8.0","15.0","uber","super"
"616","3990.0","66.0","1000.0","16.0","14.0","uber","uber"
"551","2720.0","66.0","340.0","8.0","14.0","hyper","hyper"
"307","2955.0","50.0","250.0","8.0","17.0","hyper","hyper"
"616","3990.0","66.0","1000.0","16.0","14.0","uber","uber"
"551","2720.0","66.0","340.0","8.0","14.0","hyper","hyper"
"307","2955.0","50.0","250.0","8.0","17.0","hyper","hyper"
"126","2544.0","33.0","245.0","8.0","14.0","mega","mega"
"143","2475.0","50.0","250.0","8.0","14.0","mega","mega"
"164","2345.0","50.0","250.0","8.0","14.0","mega","mega"
"126","2544.0","33.0","245.0","8.0","14.0","mega","mega"
"143","2475.0","50.0","250.0","8.0","14.0","mega","mega"
"164","2345.0","50.0","250.0","8.0","14.0","mega","mega"
"166","1895.0","25.0","130.0","4.0","14.0","super","super"
"408","2285.0","50.0","250.0","8.0","14.0","mega","mega"
"490","2790.0","66.0","340.0","8.0","14.0","hyper","hyper"
"166","1895.0","25.0","130.0","4.0","14.0","super","super"
"408","2285.0","50.0","250.0","8.0","14.0","mega","mega"
"490","2790.0","66.0","340.0","8.0","14.0","hyper","hyper"
"431","2790.0","33.0","452.0","16.0","14.0","hyper","hyper"
"82","2495.0","33.0","245.0","8.0","14.0","mega","special"
"431","2790.0","33.0","452.0","16.0","14.0","hyper","hyper"
"82","2495.0","33.0","245.0","8.0","14.0","mega","special"
"288","2475.0","50.0","250.0","8.0","14.0","mega","special"
"347","2290.0","50.0","130.0","4.0","14.0","mega","mega"
"288","2475.0","50.0","250.0","8.0","14.0","mega","special"
"347","2290.0","50.0","130.0","4.0","14.0","mega","mega"
"145","3995.0","66.0","452.0","8.0","14.0","uber","uber"
"612","3609.0","66.0","527.0","4.0","15.0","uber","uber"
"145","3995.0","66.0","452.0","8.0","14.0","uber","uber"
"612","3609.0","66.0","527.0","4.0","15.0","uber","uber"
"206","2099.0","66.0","120.0","4.0","14.0","super","super"
"206","2099.0","66.0","120.0","4.0","14.0","super","super"
"2","1795.0","33.0","85.0","2.0","14.0","super","super"
"2","1795.0","33.0","85.0","2.0","14.0","super","super"
"471","2155.0","33.0","250.0","8.0","14.0","super","super"
"471","2155.0","33.0","250.0","8.0","14.0","super","super"
"328","2099.0","33.0","212.0","4.0","14.0","super","mega"
"328","2099.0","33.0","212.0","4.0","14.0","super","mega"
"593","2890.0","33.0","452.0","16.0","15.0","hyper","hyper"
"593","2890.0","33.0","452.0","16.0","15.0","hyper","hyper"
"185","3795.0","66.0","500.0","8.0","14.0","uber","super"
"185","3795.0","66.0","500.0","8.0","14.0","uber","super"
"450","2625.0","66.0","250.0","8.0","15.0","mega","mega"
"450","2625.0","66.0","250.0","8.0","15.0","mega","mega"
"511","3695.0","66.0","452.0","8.0","14.0","uber","uber"
"511","3695.0","66.0","452.0","8.0","14.0","uber","uber"
