id,name,shape
WI,Wisconsin,"POLYGON((705.79187 134.80299,703.36529 137.81195,701.90935 142.17979,702.58879 144.60636,705.79187 134.80299),(650.07764 111.99316,651.53359 109.95483,650.46589 110.92546,650.07764 111.99316),(652.31009 108.79007,651.82478 108.20769,650.75708 108.88714,652.31009 108.79004,652.31009 108.79007),(631.15033 114.22558,628.91788 116.74922,629.98558 128.39679,623.77354 134.02645,622.60878 139.46199,626.00599 142.56801,625.03536 155.96272,628.62669 158.68049,630.95621 158.87461,638.33300 163.33952,642.99203 168.19267,648.91288 171.20163,650.27177 178.67549,650.27177 179.16080,650.27177 179.16080,653.08660 182.55801,652.31009 185.17872,653.28072 190.90544,656.19262 194.88503,661.53109 197.69986,661.43399 198.18518,661.43399 198.18518,682.59375 195.75860,690.45586 194.78797,703.55938 192.94377,703.17113 191.48782,703.17113 186.92585,700.55042 182.07270,699.87098 175.95772,701.13280 169.16330,700.45336 163.92189,702.78288 157.41867,701.90931 156.35097,702.10343 150.33306,703.36525 145.77109,701.90931 144.21808,699.09448 145.18871,697.54147 149.26536,693.85307 151.40075,695.01783 146.25641,698.31797 141.88857,698.51210 139.94730,698.60920 139.85020,693.95017 135.19117,693.95017 128.59088,688.70876 124.32010,681.52609 123.83479,674.14929 121.89352,658.23094 117.04037,655.12492 115.29323,654.83373 115.58442,649.88351 114.90498,648.23344 115.87561,648.91288 108.79000,640.95371 112.86665,631.24740 114.41966,631.15030 114.22554,631.15033 114.22558),(650.17467 109.08119,649.98055 108.40175,649.30111 108.69294,650.17467 109.08119),(646.68040 108.40175,646.97159 107.81937,646.77746 107.62524,646.68036 108.40175,646.68040 108.40175),(653.76597 106.75168,653.47478 105.39279,653.18359 107.04287,653.76597 106.75168))"
WV,West Virginia,"POLYGON((836.73002 223.71281,822.94706 227.11002,818.67628 208.66802,818.67628 208.66802,818.48215 208.76512,817.99684 230.02194,814.89082 234.68097,811.29948 237.39874,810.62004 236.62223,806.64045 242.05777,806.93164 246.32854,804.50506 246.71680,801.20492 251.76408,802.36968 255.06422,800.91373 258.26731,796.74002 260.30563,796.74002 260.30563,796.74002 260.49976,798.68128 267.29418,804.21388 273.99153,807.31990 275.73867,809.74647 275.73867,810.03766 275.83577,810.23179 275.93287,811.29948 278.94183,817.41446 281.17428,819.84104 279.03889,822.36468 278.65064,827.70315 274.47693,834.20638 272.53567,835.95352 269.72084,836.34177 263.89705,838.67128 259.43214,841.58318 246.23156,847.50403 248.26989,849.44529 242.54316,852.45425 239.24302,857.40447 229.82789,857.21034 224.19823,866.23721 228.08076,866.81959 224.00411,866.81959 223.90701,866.81959 223.90701,864.00476 219.05386,858.18097 218.37441,854.78376 220.99512,854.78376 222.93638,851.87187 223.61582,847.60109 226.62478,845.36864 227.11010,840.90373 233.41920,838.67128 223.22757,836.73002 223.71289,836.73002 223.71281))"
DE,Delaware,"POLYGON((893.80314 207.69739,894.19139 209.15334,902.24763 232.15730,911.46862 229.43953,911.37152 229.24540,911.56565 229.24540,911.85684 229.34250,911.85684 229.34250,912.05096 229.24540,911.85684 228.85715,909.52732 222.64511,898.17094 211.87111,898.65625 204.39725,898.65625 204.39725,896.32674 204.39725,894.57960 205.75613,893.80310 207.69739,893.80310 207.69739,893.80314 207.69739))"
DC,District of Columbia,"POLYGON((878.17597 229.14834,878.66129 229.53659,878.85541 229.63369,879.04954 229.53659,879.24367 229.63369,879.92311 230.02194,880.11724 230.31313,880.11724 230.99257,880.31136 231.38082,881.57318 229.05131,880.21430 228.27480,878.56423 228.37190,878.17597 229.14840,878.17597 229.14834))"
MD,Maryland,"POLYGON((911.56569 238.27227,912.24513 233.03087,911.66275 236.91339,911.27450 238.56346,911.17740 238.75759,911.46859 238.66049,911.56569 238.27223,911.56569 238.27227),(912.05100 229.24536,911.85688 229.34246,912.05100 229.92484,912.05100 231.08959,912.05100 229.24539,912.05100 229.24539,912.05100 229.24536),(838.67128 223.22748,840.90373 233.41911,845.36864 227.11001,847.60109 226.62469,851.87187 223.61573,854.78376 222.93629,854.78376 220.99503,858.18097 218.37432,864.00476 219.05377,866.81959 223.90692,866.81959 223.90692,867.11078 224.00402,871.57568 225.16877,874.77876 227.49829,877.88478 228.85717,878.17597 229.14836,878.56423 228.37186,880.21430 228.27476,881.57318 229.05127,880.31136 231.38078,880.31136 231.47788,878.46716 237.10754,884.48508 240.99006,890.50299 241.28125,894.48258 243.12545,892.83250 238.46642,887.68816 236.71928,886.42634 232.73970,889.62942 237.01047,892.25013 237.39873,889.92061 235.06921,888.07641 228.17773,888.56173 224.19814,886.52340 219.83030,888.65879 218.08317,890.21180 212.45350,889.62942 220.80093,891.27949 223.61576,892.83250 220.31562,893.70607 225.75115,892.05600 229.73074,896.81209 231.47788,892.73544 232.83676,894.87083 236.81635,898.36510 237.98110,900.30636 234.58390,900.11224 239.33999,903.41238 239.24289,905.54777 241.66946,905.64487 241.66946,906.32431 240.79590,908.26557 239.92233,909.52739 239.43701,909.43029 239.24289,911.95393 231.76903,911.95393 231.47784,911.46861 229.53657,911.46861 229.43947,902.24762 232.15724,894.19138 209.15328,893.80313 207.69733,892.15305 208.18265,885.26157 210.31804,847.30989 220.89792,840.41841 222.74212,838.67127 223.22743,838.67128 223.22748))"
NJ,New Jersey,"POLYGON((916.80709 207.30914,916.32178 206.14438,916.32178 207.30914,916.80709 207.30914),(917.77773 203.71780,918.06892 200.80591,917.48654 203.32955,917.77773 203.71780),(913.79814 173.91943,903.60651 171.39578,901.85937 170.91047,900.20930 170.52222,900.20930 170.52222,896.13265 179.54909,897.87979 181.68448,897.78269 188.18770,899.62689 188.47889,903.41235 198.37933,903.21823 198.67052,898.46214 205.65907,898.94745 210.99754,910.40090 214.88006,910.49800 219.34497,913.11871 215.65657,913.50696 210.31810,916.22473 208.47390,915.15703 204.49431,917.19536 199.73822,917.19536 189.35246,916.51592 185.95525,911.95395 186.05235,913.11871 181.39332,913.79815 173.91946,913.79815 173.91946,913.79814 173.91943))"
NY,New York,"POLYGON((913.50695 181.78154,912.05100 183.81986,911.66275 184.40224,913.50695 181.78154),(926.90166 177.02545,931.75482 172.75467,931.75482 172.56054,926.90166 177.02545),(914.18639 180.03440,914.18639 176.73426,913.89520 178.48139,914.18639 180.03440),(936.70503 164.50430,935.54028 164.21311,935.34615 165.08668,936.70503 164.50430),(939.32574 162.75717,939.22864 163.72780,939.42276 163.14542,939.32566 162.75717,939.32574 162.75717),(936.60789 162.85427,930.10466 168.87218,920.10716 173.14296,917.48646 175.37541,917.29233 177.51080,914.57456 179.74325,914.96282 182.65515,919.13653 181.00507,925.25151 176.05485,932.04592 172.46352,942.33462 162.75721,935.05488 168.28980,932.72537 169.26044,936.60789 162.85427),(939.61685 158.77762,940.00510 158.19524,938.84034 159.55412,939.61685 158.77762),(830.51790 155.18628,828.96489 154.99216,830.12965 156.54517,830.51790 155.18628),(862.74286 125.48497,862.93698 124.41727,862.16048 125.38791,862.74286 125.48501,862.74286 125.48497),(863.22817 118.49646,862.83992 118.69059,862.35460 119.75828,863.22817 118.49646),(822.17047 173.62832,822.84991 176.54021,827.99426 177.80203,857.50145 169.74579,887.20276 160.81598,892.63830 164.98970,893.70599 167.41628,900.01509 170.13404,900.20922 170.52230,901.85929 170.91055,903.60643 171.39586,913.79806 173.91951,913.60393 173.43419,914.47750 177.41378,916.41876 176.92846,917.48646 172.56062,917.48646 172.46352,915.73932 170.81345,918.26296 167.70743,917.09820 166.25148,913.40981 151.98320,913.21568 151.01257,912.73036 150.72138,912.43917 146.45060,912.14798 141.79157,911.85680 136.74429,911.85680 136.45310,911.66267 136.55020,906.80951 120.63185,901.66517 112.57561,900.20922 102.96637,895.84138 92.774737,895.25900 93.065927,874.97281 99.860345,870.89616 104.228190,866.33419 112.963870,866.52832 114.905130,860.51041 124.029060,864.19880 125.290880,865.26650 132.182360,860.99572 137.812030,848.18339 145.577070,845.75681 144.606440,836.24463 145.965330,827.41188 151.303800,827.89720 154.118630,831.00322 156.836400,829.25608 165.377950,822.26754 173.531250,822.17044 173.628350,822.17047 173.62832))"
PA,Pennsylvania,"POLYGON((900.01517 170.13396,893.70607 167.41620,892.63838 164.98962,887.20284 160.81590,857.50153 169.74571,827.99434 177.80195,822.84999 176.54013,822.17055 173.62824,820.52048 174.89006,817.89978 176.73426,813.14368 181.58741,812.56130 182.07273,815.27907 194.01149,815.76439 196.14688,818.19096 206.62970,818.67628 208.66802,818.67628 208.66802,822.94706 227.11002,836.73002 223.71281,838.67128 223.22749,840.41842 222.74218,847.30990 220.89798,885.26158 210.31810,892.15306 208.18271,893.80314 207.69739,893.80314 207.69739,894.57964 205.75613,896.32678 204.39725,898.65629 204.39725,898.94748 203.52368,902.73294 199.25290,903.12119 198.57346,903.41238 198.37933,899.62692 188.47889,897.78272 188.18770,897.87982 181.68448,896.13268 179.54909,900.20933 170.52222,900.20933 170.52222,900.01520 170.13396,900.01517 170.13396))"
ME,Maine,"POLYGON((946.7996 118.39932,946.7025 118.39932,946.89662 118.49642,946.79952 118.39932,946.7996 118.39932),(953.98219 97.724877,953.20568 96.560119,953.20568 97.142498,953.98219 97.724877),(952.62331 96.657182,952.62331 95.686551,952.52621 95.104172,952.62331 96.657182),(956.11758 92.580531,955.92345 92.483471,956.02055 92.774660,956.11765 92.580534,956.11758 92.580531),(965.82396 87.727378,965.62983 86.271431,965.24158 86.950873,965.82396 87.727378),(963.39738 88.309757,963.49448 87.242063,962.32972 87.436189,963.39741 88.309757,963.39738 88.309757),(966.98875 85.106674,966.60050 85.106674,966.60050 85.300800,966.98875 85.106674),(962.13559 86.562621,961.26202 86.368495,961.16492 87.242063,962.13555 86.562621,962.13559 86.562621),(967.08577 83.553664,967.95934 84.233106,967.66815 83.456601,967.08577 83.553661,967.08577 83.553664),(964.46507 83.650721,963.59150 85.300794,964.75626 84.718415,964.46507 83.650721),(960.29135 83.747781,959.90310 84.330160,960.19429 85.203728,960.29139 83.747781,960.29135 83.747781),(966.01812 80.544698,965.92102 79.768193,965.62983 80.253509,966.01809 80.544698,966.01812 80.544698),(965.53277 80.932951,964.65920 80.156446,964.65920 80.835888,965.53277 80.932948,965.53277 80.932951),(960.09724 83.165400,959.90311 82.097705,959.51486 82.971273,960.09724 83.165400),(969.31823 79.768190,967.86229 81.903579,967.76519 80.350569,969.31820 79.768190,969.31823 79.768190),(976.40381 73.264961,975.72437 72.294330,975.33612 72.488456,976.40381 73.264961),(979.02451 68.897121,978.44214 68.605932,978.34504 68.897121,979.02448 68.897121,979.02451 68.897121),(980.28631 61.326198,979.41274 61.326198,980.38337 61.617387,980.28627 61.326198,980.28631 61.326198),(981.74221 62.296829,981.45102 60.549693,980.67452 60.452633,981.74221 62.296833,981.74221 62.296829),(980.18920 60.743823,979.99508 58.899624,979.31563 60.161444,980.18920 60.743823),(923.89259 75.982733,937.96674 108.984191,938.16087 109.663631,944.27585 117.137491,944.27585 117.040391,945.24648 116.749201,945.44061 111.216601,946.99362 109.275341,947.96425 104.130991,947.09068 103.257421,948.74075 98.210147,954.37041 95.589443,958.05881 91.124539,959.41769 83.359490,965.33854 82.971237,964.56204 78.991649,971.93884 76.176819,972.42415 71.808979,974.17129 72.197231,979.02444 68.217643,981.15983 63.073298,976.20961 58.123079,970.96821 57.055384,969.02694 53.075796,969.02694 50.746281,965.82386 51.716913,962.23252 50.455092,962.23252 46.475504,952.52621 25.509870,945.44061 21.821472,937.57849 28.421764,935.44310 28.033511,933.59890 24.636302,931.07526 25.606933,927.48393 43.466547,928.74575 49.290335,929.81344 61.132035,926.99861 70.255969,928.93987 71.711915,926.61036 76.176819,924.08672 75.788566,923.89259 75.982693,923.89259 75.982733))"
MI,Michigan,"GEOMETRYCOLLECTION(POLYGON((719.96309 138.2002,719.47777 137.42369,719.38067 138.39432,719.96305 138.20020,719.96309 138.2002)),POLYGON((721.51606 136.45306,720.35130 134.90005,720.15717 135.57949,721.51606 136.45306)),POLYGON((722.48669 129.46452,721.51606 128.59095,721.51606 128.78507,722.48669 129.46452)),POLYGON((720.06011 205.46494,732.09594 203.52368,735.49315 202.84424,750.34380 200.22353,750.63499 201.48535,751.60562 201.19416,758.01179 199.83528,764.12677 198.37933,770.33881 196.82632,770.24171 196.53513,773.44480 190.22603,773.15361 184.98462,776.74494 175.95775,779.55977 177.60782,780.62747 175.56950,780.33628 167.80445,777.71557 162.95129,773.83305 152.66260,770.43584 148.87714,768.68870 148.39183,762.37960 152.75967,763.05904 153.63323,759.75890 159.84527,756.55581 159.26289,755.58518 152.75967,756.94407 152.27435,759.75890 145.77112,760.05009 134.31767,755.68225 124.61136,745.97593 122.96129,745.00530 121.50534,735.97843 118.88464,731.90178 123.93192,732.29003 128.29976,729.18401 132.18228,729.86346 138.20020,726.85450 140.33559,726.85450 132.76466,724.13673 138.49139,720.93365 143.53867,718.79826 145.18874,719.86595 150.52721,718.50707 156.05981,719.28358 162.95129,718.31294 166.34850,725.30149 179.74321,726.17506 184.88756,725.30149 194.39974,720.64246 205.07669,720.06008 205.46494,720.06011 205.46494)),POLYGON((740.83159 118.01107,738.30795 118.20519,739.86096 119.36995,740.83159 118.01107)),POLYGON((726.07799 120.53471,725.30149 120.53471,726.17506 120.92296,726.07796 120.53471,726.07799 120.53471)),POLYGON((743.06401 108.20769,742.09338 106.65468,741.70513 106.75178,743.06401 108.20772,743.06401 108.20769)),POLYGON((655.12482 115.29333,658.23084 117.04047,674.14919 121.89362,681.52599 123.83489,688.70866 124.32020,693.95007 128.59098,693.95007 135.19127,698.60910 139.85030,698.60910 139.75320,702.39456 128.78506,706.95653 125.58198,710.45080 121.69946,711.03318 125.19373,714.62452 119.66113,723.26313 116.36099,723.94258 115.00210,732.67826 116.06980,736.07547 117.81693,737.72554 113.54616,739.27855 114.51679,746.07297 113.44909,744.42289 110.73132,741.41394 108.98419,741.99632 102.67509,736.07547 105.97523,730.63993 105.29579,728.89279 101.12208,729.47517 99.763192,722.09838 103.257460,717.34228 103.548650,708.80073 108.790060,707.83010 110.731320,702.58869 109.469500,699.28854 110.925450,692.68825 105.198730,678.03172 100.733820,677.74053 98.986687,668.32541 108.013560,662.98694 109.372440,655.41601 115.099170,655.12482 115.293290,655.12482 115.29333)),POLYGON((689.48517 93.259963,678.12878 98.889624,681.91424 102.578020,683.37019 98.889624,687.25272 94.133531,689.48517 93.259963)),LINESTRING(676.77 79.962326),POLYGON((669.00495 85.300797,668.61670 87.921501,674.73167 83.456598,676.77000 79.962326,669.00495 85.300797)))"
