"id","price","speed","hd","ram","screen","computer_category"
4556,2295,66,528,8,14,"mega"
3740,2219,33,340,4,14,"mega"
2823,2244,33,426,8,14,"mega"
274,2695,33,340,16,14,"mega"
4352,3194,33,1000,24,14,"extreme"
1191,1395,25,107,4,14,"special"
1008,2589,66,340,8,17,"mega"
5637,2273,50,850,16,15,"ultrasuper"
5759,2273,50,850,16,15,"ultrasuper"
1660,1490,25,107,2,15,"special"
4964,2249,66,270,8,14,"mega"
4026,2854,33,1000,24,14,"extreme"
3006,2144,25,426,8,14,"super"
5616,1908,66,545,4,17,"ultra"
5433,1885,50,1000,8,14,"ultra"
4495,1999,66,428,8,15,"ultra"
3944,2099,66,527,8,14,"ultra"
518,2290,50,214,4,14,"mega"
335,1699,33,120,4,14,"special"
1946,2944,66,340,8,17,"hyper"
1864,2090,25,214,4,14,"super"
4005,3395,100,1000,24,14,"extreme"
5698,1894,50,528,8,14,"ultra"
4760,1195,25,214,4,14,"special"
4209,2628,33,270,4,15,"mega"
1925,2175,33,425,8,15,"super"
2007,2690,33,426,8,14,"mega"
2211,2294,66,424,4,14,"mega"
2129,1899,33,245,4,15,"super"
5881,1499,50,545,4,15,"special"
2476,1799,33,170,4,14,"super"
131,2295,66,130,4,14,"mega"
49,2399,50,212,4,14,"mega"
4739,3090,33,1000,24,15,"extreme"
5494,2198,100,420,8,14,"mega"
600,1675,25,120,4,14,"special"
5412,1540,66,340,4,15,"special"
2190,1890,33,107,2,14,"super"
3414,1690,66,107,2,15,"special"
5025,1808,50,425,8,15,"ultra"
3801,1865,66,425,8,15,"ultra"
110,2145,66,170,4,14,"super"
2272,3390,66,528,16,14,"uber"
2945,2645,66,424,8,17,"mega"
4270,2240,33,1000,8,14,"ultrasuper"
6146,1823,66,850,8,15,"ultra"
2741,1975,33,424,8,14,"ultra"
396,2999,66,245,16,15,"hyper"
4535,3193,33,1000,24,15,"extreme"
2924,3799,66,527,8,17,"uber"
192,2499,50,210,4,14,"mega"
865,3720,66,500,8,14,"uber"
1986,1995,25,426,8,14,"ultra"
4331,3040,33,1000,24,15,"extreme"
661,4398,66,345,16,17,"uber"
4617,3099,66,1000,16,15,"extreme"
375,1890,66,85,2,14,"super"
1109,2190,33,426,8,15,"mega"
457,3105,66,250,8,17,"hyper"
2068,3144,66,528,16,14,"hyper"
6207,2654,100,1200,24,15,"extreme"
4596,2045,50,528,8,14,"ultra"
4413,2244,100,214,4,14,"super"
5086,1823,33,528,8,14,"ultra"
640,2595,50,340,8,14,"mega"
2047,2444,33,426,8,14,"mega"
722,1890,25,214,4,15,"super"
2537,1775,33,420,4,14,"ultra"
1578,2144,66,107,2,14,"super"
2516,2944,66,340,8,17,"hyper"
4678,2534,66,730,8,17,"ultrasuper"
4882,1990,66,528,8,14,"ultra"
4392,2059,66,425,8,15,"super"
4188,1645,33,426,4,14,"special"
5147,1495,66,528,8,14,"special"
5351,2339,66,425,8,17,"mega"
1843,2329,33,340,8,17,"mega"
2108,1644,33,107,2,14,"special"
3067,2120,33,528,8,14,"ultra"
2802,3397,66,450,16,15,"uber"
4861,2494,33,720,16,15,"ultrasuper"
3515,1995,33,426,8,14,"ultra"
2863,2265,66,425,8,17,"mega"
253,2395,33,170,8,14,"mega"
2312,1749,33,120,4,14,"special"
1435,3044,33,528,16,14,"hyper"
3332,2244,33,426,8,14,"mega"
3271,1895,100,340,4,14,"super"
2781,1444,33,107,2,14,"special"
4453,2245,33,720,16,14,"ultrasuper"
783,3090,66,452,16,15,"hyper"
987,2225,66,250,4,14,"super"
4657,1488,66,340,4,15,"special"
4922,1745,33,528,8,14,"ultra"
1252,2144,33,214,4,14,"super"
1456,1848,66,130,4,14,"super"
5126,2994,66,1000,24,15,"extreme"
2373,2495,25,528,16,14,"mega"
3128,1195,25,107,2,14,"special"
4474,1804,66,214,4,14,"super"
2577,2699,66,528,8,15,"hyper"
3780,1740,33,214,4,15,"special"
1048,3395,33,452,8,14,"uber"
4943,1589,66,425,4,14,"special"
28,3995,33,452,8,14,"uber"
5187,1399,33,210,4,14,"special"
1517,3904,66,527,8,15,"uber"
2394,2944,50,528,16,14,"hyper"
1231,1790,33,107,2,14,"super"
2638,2420,50,528,8,14,"mega"
5004,2640,33,720,16,17,"ultrasuper"
2659,1619,25,120,4,15,"special"
4249,2644,33,720,16,14,"ultrasuper"
558,3699,33,345,16,17,"uber"
5473,1899,75,545,8,15,"ultra"
5677,1724,50,428,4,17,"ultra"
4718,2499,66,527,16,15,"mega"
1965,3399,66,527,4,15,"uber"
1313,2190,33,426,8,14,"mega"
5942,1440,66,340,4,15,"special"
2169,2144,25,426,8,14,"super"
5921,1894,66,528,8,14,"ultra"
5269,1545,66,528,8,14,"special"
3393,2244,50,426,8,14,"mega"
89,1395,25,85,2,14,"special"
4779,3240,33,1000,24,17,"extreme"
5738,2404,100,850,16,15,"ultrasuper"
3862,1999,66,420,8,14,"ultra"
5452,1813,50,270,4,14,"super"
2230,1295,25,214,4,14,"special"
3189,2499,100,340,8,15,"mega"
2251,3244,66,528,16,14,"hyper"
354,2090,33,130,4,14,"super"
150,3895,66,500,8,15,"uber"
3658,1690,33,214,4,15,"special"
2985,1995,33,426,8,14,"ultra"
5717,2844,66,1000,24,15,"extreme"
6186,3123,75,1600,32,15,"extreme"
5534,2245,66,720,16,15,"ultrasuper"
436,1399,25,170,4,14,"special"
3168,2144,100,107,2,14,"super"
4106,2109,33,270,4,14,"super"
6003,1594,66,528,4,14,"ultra"
905,2794,66,340,8,14,"hyper"
3637,1509,25,120,4,15,"special"
5044,2109,66,425,8,17,"super"
3454,2995,100,528,16,14,"hyper"
5330,1499,50,428,4,14,"special"
4575,2194,33,528,8,14,"mega"
2964,1699,33,120,4,14,"special"
3923,2268,33,212,4,15,"mega"
701,1945,50,250,4,14,"super"
4840,1894,33,214,4,14,"super"
415,3999,66,340,16,17,"uber"
232,2720,33,250,8,15,"hyper"
1170,2694,33,340,4,14,"mega"
2760,1775,66,420,4,14,"ultra"
2291,1690,33,107,2,15,"special"
1639,3244,66,528,16,14,"hyper"
5391,2495,66,364,8,14,"mega"
211,2395,33,245,8,14,"mega"
4636,2794,50,720,16,15,"hyper"
5595,2315,75,1080,16,15,"ultrasuper"
2842,2390,25,528,16,14,"mega"
5574,2024,75,545,8,17,"ultra"
2556,1844,66,107,2,14,"super"
6064,2059,66,540,8,17,"ultra"
293,2495,50,245,8,14,"mega"
6043,1465,66,1000,4,14,"ultra"
7,1720,25,170,4,14,"special"
966,2794,33,540,16,14,"hyper"
5656,1578,50,270,4,14,"special"
476,1490,25,107,2,15,"special"
5370,1899,66,730,8,14,"ultra"
3984,3199,66,527,16,17,"hyper"
3107,2890,75,528,16,15,"hyper"
2617,1590,50,107,2,15,"special"
2821,2995,66,340,16,15,"hyper"
1904,2190,50,214,4,15,"super"
3576,2545,100,425,8,15,"mega"
68,1499,25,120,4,14,"special"
272,4020,66,500,8,14,"uber"
5860,2145,66,850,16,15,"ultrasuper"
1027,1590,33,107,2,15,"special"
3086,1744,33,214,4,14,"special"
741,2990,50,452,16,14,"hyper"
6125,1390,66,528,4,15,"special"
3841,2129,66,420,8,14,"super"
537,2195,50,250,4,14,"super"
4697,1899,66,420,8,14,"ultra"
4045,2499,100,428,16,15,"mega"
1292,1790,33,107,2,14,"super"
5431,1989,33,212,8,15,"super"
5635,1899,75,545,8,15,"ultra"
4514,3294,33,1000,24,15,"extreme"
1761,1854,25,120,4,14,"super"
2882,2144,66,214,4,14,"super"
1006,1579,25,120,4,14,"special"
2903,1925,33,212,4,15,"super"
5248,1680,66,540,8,15,"ultra"
3351,1725,33,212,4,17,"special"
4962,3144,66,1000,24,15,"extreme"
3372,2499,100,340,8,14,"mega"
2699,2744,33,528,16,14,"hyper"
1271,1944,33,107,2,14,"super"
2413,1395,25,107,2,14,"special"
1088,2648,66,245,8,14,"mega"
619,2290,50,214,4,15,"mega"
3616,1749,33,212,4,14,"special"
5227,1940,33,1000,8,14,"ultrasuper"
1557,1595,33,212,4,14,"special"
5513,1749,66,545,8,15,"ultra"
1536,1899,25,120,4,14,"super"
2678,2995,66,528,16,14,"hyper"
2495,1544,25,107,2,14,"special"
5982,2245,100,1000,16,15,"ultrasuper"
2474,2290,66,107,2,14,"super"
3147,3299,66,1000,16,15,"extreme"
1822,2125,66,340,8,15,"super"
3433,2365,66,540,8,15,"mega"
394,1399,25,170,4,14,"special"
598,2899,66,340,8,15,"hyper"
5778,2473,100,850,16,15,"ultrasuper"
884,2595,66,340,8,15,"mega"
5288,1599,66,540,8,15,"ultra"
2005,2190,33,426,8,15,"mega"
3229,1595,66,107,2,14,"special"
3902,1794,33,340,4,14,"ultra"
5757,1974,66,545,8,17,"ultra"
5492,2154,100,528,8,14,"ultra"
3494,2894,100,426,8,14,"hyper"
6247,1554,66,528,8,14,"special"
3208,2419,33,212,4,17,"mega"
3412,1644,50,107,2,14,"special"
3963,1195,25,214,4,14,"special"
3698,1995,33,425,8,15,"ultra"
659,2520,50,212,8,15,"mega"
863,1975,66,250,4,14,"super"
1414,999,33,80,2,14,"special"
4167,2549,100,420,8,15,"mega"
6022,1694,100,528,4,14,"ultra"
190,2999,66,245,16,15,"hyper"
1883,2999,66,340,8,15,"hyper"
2087,2999,66,450,16,15,"hyper"
3473,2509,50,340,4,15,"mega"
5084,2254,33,720,16,15,"ultrasuper"
4901,1839,33,424,4,17,"ultra"
5105,1295,33,214,4,14,"special"
3942,2738,66,170,4,15,"hyper"
5553,1828,66,270,4,14,"super"
4228,3048,33,270,4,17,"hyper"
2352,1799,66,245,4,15,"super"
1393,2498,50,230,4,14,"mega"
3004,2259,50,340,4,14,"mega"
2148,1275,25,212,4,14,"special"
1210,3595,66,500,16,15,"uber"
251,2399,66,213,8,14,"mega"
455,2515,33,250,8,15,"mega"
1944,2299,66,120,4,14,"mega"
6104,2223,66,1000,16,15,"ultrasuper"
2127,2944,33,528,16,14,"hyper"
2331,3094,66,340,4,14,"hyper"
5900,1354,50,340,4,14,"special"
3555,2379,100,420,8,14,"mega"
3065,3145,66,424,16,17,"hyper"
5818,2394,50,850,16,15,"ultrasuper"
333,2190,33,130,4,14,"super"
4024,1590,33,426,4,15,"special"
6083,2190,66,1200,16,15,"ultrasuper"
1189,1709,33,210,4,15,"special"
3820,2040,33,528,8,14,"ultra"
1475,3814,66,527,4,14,"uber"
985,2544,33,426,8,14,"mega"
2596,1994,66,107,2,14,"super"
2209,1495,33,107,2,14,"special"
5696,2404,100,850,16,15,"ultrasuper"
5879,2059,66,540,8,17,"ultra"
516,2935,50,250,8,17,"hyper"
6165,2344,66,1000,16,15,"ultrasuper"
1067,1490,25,107,2,15,"special"
3330,2399,100,340,8,14,"mega"
4003,2525,66,540,16,15,"mega"
4085,2099,66,527,8,14,"ultra"
2943,2189,33,212,4,15,"super"
1250,3090,66,540,16,14,"hyper"
1454,1769,33,170,4,14,"super"
4554,1999,66,420,8,14,"ultra"
5961,3175,100,2100,16,15,"extreme"
4268,3390,100,1000,24,14,"extreme"
5410,2940,50,1000,24,17,"extreme"
4350,1904,33,528,8,14,"ultra"
4146,2049,66,420,8,15,"super"
4533,2940,50,720,16,17,"hyper"
2861,2190,33,426,8,15,"mega"
4819,1740,50,214,4,14,"special"
2066,3899,66,527,16,17,"uber"
5471,1998,66,545,8,17,"ultra"
781,2045,33,250,4,15,"super"
6226,3244,75,1600,32,15,"extreme"
5349,1499,50,545,4,15,"special"
3391,2495,50,528,16,14,"mega"
4737,1099,33,340,4,14,"special"
1128,2999,66,345,16,15,"hyper"
3738,1894,50,420,4,15,"ultra"
842,2325,66,250,8,15,"mega"
5675,2604,50,1000,24,15,"ultrasuper"
1597,3899,66,540,16,17,"uber"
4207,2895,100,528,8,15,"hyper"
5736,2499,100,850,16,15,"ultrasuper"
3595,2615,100,530,8,15,"mega"
4615,2140,50,528,8,15,"ultra"
1658,1964,25,120,4,14,"super"
6205,2723,100,1200,24,15,"extreme"
5002,1495,50,340,8,14,"special"
2535,2634,33,340,4,14,"mega"
4472,2099,33,212,8,14,"super"
3656,2290,66,426,8,15,"mega"
5940,2873,100,1000,24,15,"extreme"
2800,1819,33,120,4,14,"super"
1923,2044,50,107,2,14,"super"
1107,2999,66,320,8,15,"hyper"
3860,2199,66,420,8,14,"mega"
720,3999,66,450,8,17,"uber"
2657,1469,25,120,4,14,"special"
1576,1695,25,214,4,14,"special"
5267,2473,66,720,16,15,"ultrasuper"
4676,2943,66,720,16,15,"hyper"
108,1720,25,170,4,14,"special"
3921,2535,33,1080,8,15,"ultrasuper"
3187,1590,50,107,2,14,"special"
47,2195,33,130,4,14,"super"
6144,1354,66,528,4,14,"special"
1841,2095,33,212,4,17,"super"
6001,2190,50,1200,16,15,"ultrasuper"
1719,2095,33,250,4,15,"super"
577,2145,66,250,4,14,"super"
699,3098,33,345,16,15,"hyper"
1372,1644,33,107,2,14,"special"
2188,1975,66,340,4,15,"super"
4064,2190,100,426,4,15,"mega"
5124,2259,66,730,8,17,"ultrasuper"
5328,1395,33,528,8,14,"special"
3126,3090,100,528,16,14,"hyper"
4329,2745,100,720,16,14,"hyper"
6062,1390,66,528,4,15,"special"
3717,2295,66,340,8,17,"mega"
2453,1944,33,214,4,14,"super"
1780,1890,33,214,4,15,"super"
3513,1590,50,107,2,14,"special"
1637,1995,33,340,8,14,"super"
169,1595,33,85,2,14,"special"
4798,2744,66,720,16,15,"hyper"
1433,3399,33,450,8,15,"uber"
5593,1395,66,340,4,14,"special"
4125,2190,66,426,8,14,"mega"
2718,949,33,125,2,14,"special"
1902,1795,33,214,4,14,"super"
4451,2408,66,540,8,15,"mega"
2045,2685,66,528,8,14,"hyper"
4594,1199,33,210,4,14,"special"
4247,2494,33,720,16,14,"ultrasuper"
5858,2154,50,850,16,15,"ultrasuper"
5532,1799,66,420,8,14,"ultra"
5063,1854,50,528,8,14,"ultra"
1698,1844,25,214,4,14,"super"
3778,2395,100,426,8,14,"mega"
4390,1970,66,420,4,14,"ultra"
2514,2795,50,528,16,14,"hyper"
2167,2390,50,426,8,15,"mega"
1229,2799,33,240,4,14,"hyper"
4859,2440,33,720,16,15,"ultrasuper"
1168,1895,33,250,8,15,"super"
87,2075,33,210,8,14,"super"
6123,2645,100,1200,24,15,"extreme"
2310,2390,50,214,4,14,"mega"
4186,2890,33,1000,24,14,"extreme"
2432,1895,66,420,4,15,"ultra"
556,1490,33,107,2,14,"special"
5797,1398,66,340,4,14,"special"
4655,1994,50,214,4,14,"super"
352,2525,50,250,8,14,"mega"
4043,2554,66,528,16,14,"mega"
2575,1299,33,212,4,14,"special"
26,1290,33,80,2,14,"special"
3839,2744,66,528,16,14,"hyper"
1494,1595,33,212,4,15,"special"
3044,1694,33,107,2,14,"special"
4920,1499,33,340,4,14,"special"
1290,1990,66,107,2,15,"super"
821,2694,50,340,8,14,"mega"
495,2690,50,340,8,15,"mega"
2371,2849,50,340,8,15,"hyper"
4104,1595,33,340,8,14,"special"
1759,1789,33,250,4,14,"super"
760,1999,33,120,4,14,"super"
5389,1698,66,540,8,14,"ultra"
1555,2364,33,212,4,14,"mega"
2228,1895,33,214,4,14,"super"
4716,2040,50,528,8,15,"ultra"
291,3995,66,452,8,14,"uber"
4573,2045,66,528,8,14,"ultra"
5715,1525,75,540,8,15,"special"
5185,1395,33,214,4,14,"special"
5654,1773,50,528,8,14,"ultra"
2493,1799,33,120,4,14,"super"
6184,2444,100,850,16,15,"ultrasuper"
5450,2690,100,720,16,15,"hyper"
3105,2989,66,424,8,14,"hyper"
4838,3090,50,1000,24,15,"extreme"
1086,2295,33,426,8,14,"mega"
3370,1529,33,170,4,14,"special"
3574,2844,100,426,8,14,"hyper"
3696,1544,25,214,4,14,"special"
5042,2745,33,1000,24,15,"extreme"
3635,2427,66,540,8,15,"mega"
4512,1945,33,528,8,14,"ultra"
943,1499,33,130,4,14,"special"
3900,2554,66,528,16,14,"mega"
3431,1799,66,212,4,14,"super"
1963,1895,25,212,4,17,"super"
4430,1995,100,214,4,14,"super"
1820,2545,66,340,8,17,"mega"
1351,2844,33,528,16,14,"hyper"
4777,1999,66,720,8,15,"ultra"
4695,3768,100,728,8,15,"uber"
3227,2590,50,528,16,15,"mega"
5307,1789,33,212,8,15,"super"
148,2199,33,212,4,14,"super"
2146,2059,33,212,4,14,"super"
1147,3144,50,540,16,14,"hyper"
5776,2444,66,850,16,15,"ultrasuper"
617,2999,66,240,4,15,"hyper"
5164,1468,66,428,4,15,"special"
4634,1795,66,340,4,14,"ultra"
678,1950,33,170,4,14,"super"
2962,3089,66,424,8,14,"hyper"
5429,1504,66,340,4,14,"special"
3492,1550,66,210,4,15,"special"
1616,1925,33,250,4,15,"super"
5980,2154,50,1000,16,15,"ultrasuper"
4287,1595,33,340,8,14,"special"
1412,2815,50,340,8,17,"hyper"
5572,1790,66,528,8,14,"ultra"
413,2090,33,214,4,15,"super"
1738,2999,66,450,16,15,"hyper"
4899,1504,33,214,4,14,"special"
6041,1745,100,850,8,14,"ultra"
882,3899,66,345,16,17,"uber"
2207,2890,50,528,16,15,"hyper"
270,2999,66,340,4,15,"hyper"
2350,2244,33,426,8,14,"mega"
4369,1779,50,340,4,15,"ultra"
4552,2568,33,270,4,15,"mega"
1677,2195,50,340,8,14,"super"
5837,1794,100,340,4,14,"ultra"
6245,3054,75,1600,32,15,"extreme"
2472,2799,66,340,16,15,"hyper"
5633,1885,66,1000,8,14,"ultra"
3757,2243,66,426,8,14,"mega"
5103,2390,33,720,16,15,"ultrasuper"
392,2595,66,245,8,14,"mega"
4491,2799,66,527,16,17,"hyper"
4226,2018,50,340,8,17,"super"
5,3295,33,340,16,14,"hyper"
5286,2690,33,1000,24,15,"extreme"
1942,1890,33,212,4,14,"super"
2615,2845,66,424,8,17,"hyper"
3023,1590,50,107,2,15,"special"
2737,2899,66,212,4,17,"hyper"
3818,2254,33,528,16,14,"mega"
3084,1295,33,107,2,14,"special"
474,2299,33,405,8,14,"mega"
5755,1799,75,545,8,15,"ultra"
4756,4188,100,728,8,17,"uber"
6102,2623,75,1200,24,15,"extreme"
2819,3334,66,528,16,15,"hyper"
657,2775,50,250,8,17,"hyper"
2676,2769,66,340,8,14,"hyper"
535,2090,33,214,4,14,"super"
3288,2244,75,214,4,14,"super"
4144,1998,33,340,8,17,"super"
2003,1494,25,240,4,15,"special"
800,2290,33,340,8,15,"mega"
1208,3048,33,345,16,15,"hyper"
4878,1669,66,425,8,14,"ultra"
861,2195,33,340,8,14,"super"
6163,1544,66,528,4,14,"special"
3553,2744,50,528,16,14,"hyper"
2329,1790,50,107,2,15,"super"
4348,1499,33,210,4,14,"special"
1065,2390,33,426,8,15,"mega"
1473,2699,33,240,4,14,"mega"
2798,1495,33,212,4,14,"special"
2268,2195,50,340,8,15,"super"
5021,2699,100,730,16,15,"hyper"
2411,2390,25,426,8,14,"mega"
249,1695,50,85,2,14,"special"
6224,1790,100,1200,8,14,"ultrasuper"
5490,2598,66,730,16,15,"ultrasuper"
2880,1590,25,214,4,14,"special"
2594,1689,25,212,4,14,"special"
2533,1395,33,240,4,14,"special"
3206,1889,33,120,4,15,"super"
331,1999,33,170,4,14,"super"
3063,2355,66,340,8,15,"mega"
453,2420,33,250,8,15,"mega"
3675,2819,66,212,4,17,"hyper"
5225,1998,66,730,8,15,"ultra"
514,1890,66,107,2,15,"super"
4409,2599,66,527,16,15,"mega"
1126,3334,66,540,16,15,"hyper"
5694,1499,50,545,4,15,"special"
983,2795,33,540,16,14,"hyper"
718,3599,33,345,16,17,"uber"
1595,1929,66,210,4,15,"super"
3145,2690,66,528,16,15,"hyper"
1248,2244,50,214,4,14,"super"
4674,1149,33,250,2,14,"special"
4613,1299,33,340,4,14,"special"
596,1520,25,80,4,14,"special"
2186,2494,33,340,4,14,"mega"
2125,1995,66,424,4,14,"ultra"
3471,2199,100,340,8,14,"super"
3614,2544,75,426,8,14,"mega"
2655,2479,66,212,4,15,"mega"
2390,1795,33,214,4,14,"super"
3940,2890,100,528,16,14,"hyper"
5959,2794,66,1000,24,15,"extreme"
106,2995,66,250,8,17,"hyper"
2859,2744,50,528,16,14,"hyper"
1391,1894,25,214,4,14,"super"
3410,1639,33,120,4,14,"special"
5469,1199,33,340,4,14,"special"
310,3795,33,452,8,14,"uber"
1860,2899,50,240,4,14,"hyper"
1799,1798,25,120,4,14,"super"
2920,1795,50,420,4,14,"ultra"
1717,1479,50,130,4,14,"special"
5347,2249,66,270,8,14,"mega"
4817,2593,33,528,8,14,"mega"
371,2490,33,245,8,14,"mega"
5204,1538,33,424,4,14,"special"
1656,2099,33,120,4,14,"super"
188,2575,66,250,8,14,"mega"
3389,2490,75,426,8,14,"mega"
575,2299,66,120,4,14,"mega"
5612,2035,100,1000,8,14,"ultrasuper"
2064,1795,50,424,4,14,"ultra"
5734,1904,100,528,8,14,"ultra"
3858,1998,33,340,8,17,"super"
6081,1548,66,540,8,14,"special"
5551,1399,33,210,4,14,"special"
1105,2299,66,245,8,14,"mega"
4796,3045,66,1000,24,15,"extreme"
3532,3499,100,1000,16,15,"extreme"
3002,1990,25,426,8,15,"ultra"
1574,1599,25,120,4,14,"special"
5265,1399,33,210,4,14,"special"
1921,1929,33,245,4,15,"super"
6020,1345,66,528,4,14,"special"
4592,2104,50,528,8,14,"ultra"
2716,2365,66,420,8,17,"mega"
5877,2394,66,850,16,15,"ultrasuper"
922,1449,25,120,4,14,"special"
2512,3244,66,528,16,14,"hyper"
167,2495,50,245,8,14,"mega"
3797,3543,100,1000,24,14,"uber"
5816,1199,33,210,4,14,"special"
5326,2840,66,1000,24,15,"extreme"
4123,1945,33,426,8,14,"ultra"
4266,1299,50,340,4,14,"special"
3267,1990,50,420,4,14,"ultra"
2777,2195,33,426,8,14,"mega"
2043,2975,33,1370,8,14,"extreme"
4062,2075,66,540,8,15,"ultra"
1187,2699,33,345,16,15,"mega"
5795,1810,75,540,8,15,"ultra"
5530,1873,66,528,8,14,"ultra"
4531,2495,66,528,8,14,"mega"
4205,1645,50,340,8,14,"special"
5591,2840,100,1000,24,15,"extreme"
2981,2543,66,426,8,14,"mega"
1982,1699,33,245,4,15,"special"
4470,1495,66,214,4,14,"special"
3042,1399,33,270,4,14,"special"
901,3895,66,1370,8,14,"uber"
2451,1949,50,245,4,15,"super"
5408,2794,100,720,16,15,"hyper"
6060,2645,100,1200,24,15,"extreme"
2308,2144,50,214,4,14,"super"
5938,2299,100,850,16,15,"ultrasuper"
3328,1690,66,340,4,15,"special"
3511,2590,50,528,16,14,"mega"
228,2895,50,340,16,14,"hyper"
840,2399,50,250,8,15,"mega"
779,2795,33,452,16,14,"hyper"
962,1495,33,212,4,14,"special"
3715,2215,66,530,8,15,"mega"
1309,2395,33,212,8,17,"mega"
5673,1404,50,340,4,14,"special"
5183,2790,50,1000,24,15,"extreme"
2573,2395,66,340,8,15,"mega"
4327,1998,66,340,8,15,"super"
6142,1644,100,528,4,14,"ultra"
3103,2399,66,212,4,15,"mega"
493,2195,50,214,4,14,"super"
2247,2095,66,340,8,15,"super"
3593,3099,100,527,16,15,"hyper"
5448,2138,75,545,8,17,"ultra"
5387,1744,33,214,4,14,"special"
6203,2595,100,1200,24,15,"ultrasuper"
1044,1819,50,210,4,15,"super"
3368,2090,75,214,4,14,"super"
3307,1595,66,340,4,14,"special"
4388,1888,66,340,8,15,"super"
1513,2014,25,212,4,14,"super"
819,1644,25,107,2,14,"special"
758,2745,66,250,8,17,"hyper"
4857,2940,33,1000,24,15,"extreme"
1778,2999,66,424,8,15,"hyper"
6182,1590,66,528,8,15,"ultra"
2634,2229,66,212,4,14,"super"
3246,2644,75,426,8,14,"mega"
3185,3049,100,527,16,15,"hyper"
1553,1994,50,240,4,15,"super"
6121,1595,66,850,8,14,"ultra"
1166,2944,33,540,16,14,"hyper"
3450,2090,33,528,8,14,"ultra"
411,1495,33,170,4,14,"special"
3572,2494,25,528,16,14,"mega"
4653,1595,50,340,4,14,"special"
1370,2899,50,240,4,14,"hyper"
4836,2899,66,1000,16,15,"extreme"
1023,2494,33,426,8,14,"mega"
1431,1789,33,212,4,14,"super"
4184,1999,66,527,8,14,"ultra"
5774,2224,100,545,8,17,"mega"
4979,2840,33,1000,24,15,"extreme"
2838,2090,33,426,8,14,"super"
1635,1544,25,170,4,15,"special"
3225,2344,50,426,8,14,"mega"
2899,3379,66,527,8,15,"uber"
2165,2320,33,424,4,17,"mega"
2104,2854,33,340,8,14,"hyper"
1145,3999,66,450,8,17,"uber"
5713,2745,100,1000,24,15,"extreme"
5652,1604,100,340,4,14,"special"
24,2875,50,210,4,17,"hyper"
1614,3315,66,545,8,17,"hyper"
3164,1544,25,214,4,14,"special"
85,2595,25,245,8,14,"mega"
2369,2044,33,214,4,14,"super"
6039,2304,100,1000,16,15,"ultrasuper"
615,1799,33,120,4,14,"super"
350,2145,50,170,4,14,"super"
5856,1829,66,420,8,14,"ultra"
1879,3044,50,528,16,14,"hyper"
1084,1919,50,170,4,14,"super"
3837,2095,66,540,8,15,"ultra"
289,2595,25,340,16,14,"mega"
2817,2189,33,212,4,15,"super"
5040,1199,33,340,4,14,"special"
4306,1999,66,420,8,14,"ultra"
3776,2695,66,540,16,15,"hyper"
5631,2308,100,850,8,17,"ultrasuper"
5978,2790,50,1200,24,17,"extreme"
1757,3199,66,340,16,15,"hyper"
1227,2075,33,250,8,15,"super"
64,2220,33,250,4,14,"super"
3429,2095,50,426,8,14,"super"
5244,1398,50,340,4,14,"special"
1492,3090,66,528,16,14,"hyper"
6100,1694,100,528,4,14,"ultra"
1349,2090,25,426,8,14,"super"
146,2595,66,245,8,14,"mega"
2430,2295,50,426,8,14,"mega"
3551,2345,33,425,8,17,"mega"
5305,1599,66,540,8,14,"ultra"
4102,2594,33,528,16,14,"mega"
2226,2449,66,425,8,15,"mega"
1002,1644,33,107,2,14,"special"
5570,2095,66,528,8,15,"ultra"
2022,2344,33,426,8,14,"mega"
2695,2609,33,212,4,17,"mega"
3816,2938,50,340,4,15,"hyper"
3021,1695,33,214,4,14,"special"
2491,1695,25,214,4,14,"special"
880,2125,66,250,8,15,"super"
1267,2399,33,340,8,15,"mega"
3490,1890,66,214,4,15,"super"
5509,1599,66,540,8,15,"ultra"
4367,1408,33,340,4,14,"special"
1736,1395,25,170,4,15,"special"
941,2045,33,250,8,15,"super"
2287,1595,33,214,4,14,"special"
4632,3454,66,1000,24,15,"extreme"
2205,3895,50,1000,16,14,"uber"
5835,1666,66,270,4,14,"special"
2756,1690,33,214,4,14,"special"
2083,1349,33,212,4,14,"special"
2001,3495,50,452,8,14,"uber"
268,2785,50,170,8,15,"hyper"
207,2885,66,170,8,15,"hyper"
3,1595,25,170,4,15,"special"
5957,2673,66,1000,24,15,"extreme"
3755,2775,66,540,16,15,"hyper"
6243,2723,100,1200,24,15,"extreme"
5366,1940,33,1000,8,14,"ultrasuper"
6222,2595,100,1200,24,15,"ultrasuper"
1206,1894,25,214,8,14,"super"
676,2590,33,340,8,15,"mega"
3286,2469,33,340,4,15,"mega"
655,1690,33,107,2,15,"special"
533,2895,50,452,16,14,"hyper"
4163,2890,100,528,16,15,"hyper"
4224,1740,33,426,4,14,"ultra"
3673,1999,50,340,4,14,"super"
4020,2290,33,528,16,14,"mega"
2552,2295,50,426,8,14,"mega"
1675,1695,33,107,2,14,"special"
4142,1725,33,340,4,14,"ultra"
1940,2344,66,214,4,14,"mega"
4428,3293,100,728,8,14,"hyper"
2409,1295,25,107,4,14,"special"
1593,1949,50,340,4,14,"super"
5427,1854,100,340,4,14,"ultra"
737,1720,33,212,4,14,"special"
329,3090,66,340,16,14,"hyper"
4611,1595,33,340,8,14,"special"
798,2344,33,214,4,14,"mega"
5162,2594,66,720,16,15,"ultrasuper"
