ID,x,t,y,c
a,9.6e+01,7.8e+02,7.105e+02,-3.2034162644571804e-12
a,9.6e+01,7.8e+02,7.11e+02,-8.775564359525939e-12
a,9.6e+01,7.8e+02,7.115e+02,-1.7594907422150026e-11
a,9.6e+01,7.8e+02,7.12e+02,-3.0554079130849655e-11
a,9.6e+01,7.8e+02,7.125e+02,-4.8350662269023143e-11
a,9.6e+01,7.8e+02,7.13e+02,-7.113479315279042e-11
a,9.6e+01,7.8e+02,7.135e+02,-9.797217076545812e-11
a,9.6e+01,7.8e+02,7.14e+02,-1.2608871655308042e-10
a,9.6e+01,7.8e+02,7.145e+02,-1.498857860572648e-10
a,9.6e+01,7.8e+02,7.15e+02,-1.5975908142687026e-10
a,9.6e+01,7.8e+02,7.155e+02,-1.4082768701353537e-10
a,9.6e+01,7.8e+02,7.16e+02,-7.178865595914196e-11
a,9.6e+01,7.8e+02,7.165e+02,7.573880517085553e-11
a,9.6e+01,7.8e+02,7.17e+02,3.3682928530059964e-10
a,9.6e+01,7.8e+02,7.175e+02,7.510651202184808e-10
a,9.6e+01,7.8e+02,7.18e+02,1.3575754926684222e-09
a,9.6e+01,7.8e+02,7.185e+02,2.1861650398403032e-09
a,9.6e+01,7.8e+02,7.19e+02,3.243352884025218e-09
a,9.6e+01,7.8e+02,7.195e+02,4.492317503213451e-09
a,9.6e+01,7.8e+02,7.2e+02,5.826259648011518e-09
a,9.6e+01,7.8e+02,7.205e+02,7.035696713412436e-09
a,9.6e+01,7.8e+02,7.21e+02,7.771830193858514e-09
a,9.6e+01,7.8e+02,7.215e+02,7.510496826699997e-09
a,9.6e+01,7.8e+02,7.22e+02,5.5243652597334915e-09
a,9.6e+01,7.8e+02,7.225e+02,8.748850800295534e-10
a,9.6e+01,7.8e+02,7.23e+02,-7.560254301708037e-09
a,9.6e+01,7.8e+02,7.235e+02,-2.1004303916096134e-08
a,9.6e+01,7.8e+02,7.24e+02,-4.0620393519631994e-08
a,9.6e+01,7.8e+02,7.245e+02,-6.724867404029409e-08
a,9.6e+01,7.8e+02,7.25e+02,-1.010214728562019e-07
a,9.6e+01,7.8e+02,7.255e+02,-1.408456482352645e-07
a,9.6e+01,7.8e+02,7.26e+02,-1.8375881263151542e-07
a,9.6e+01,7.8e+02,7.265e+02,-2.241935550362848e-07
a,9.6e+01,7.8e+02,7.27e+02,-2.532223948326063e-07
a,9.6e+01,7.8e+02,7.275e+02,-2.579057563487302e-07
a,9.6e+01,7.8e+02,7.28e+02,-2.2092345402684605e-07
a,9.6e+01,7.8e+02,7.285e+02,-1.207317644031858e-07
a,9.6e+01,7.8e+02,7.29e+02,6.745582645850964e-08
a,9.6e+01,7.8e+02,7.295e+02,3.695288338691601e-07
a,9.6e+01,7.8e+02,7.3e+02,8.088444125140008e-07
a,9.6e+01,7.8e+02,7.305e+02,1.400815691744211e-06
a,9.6e+01,7.8e+02,7.31e+02,2.145578406125073e-06
a,9.6e+01,7.8e+02,7.315e+02,3.018826508314659e-06
a,9.6e+01,7.8e+02,7.32e+02,3.961259799760285e-06
a,9.6e+01,7.8e+02,7.325e+02,4.867559257764023e-06
a,9.6e+01,7.8e+02,7.33e+02,5.576384548846021e-06
a,9.6e+01,7.8e+02,7.335e+02,5.86353392361963e-06
a,9.6e+01,7.8e+02,7.34e+02,5.441048670489912e-06
a,9.6e+01,7.8e+02,7.345e+02,3.965576670798042e-06
a,9.6e+01,7.8e+02,7.35e+02,1.0595912868282376e-06
a,9.6e+01,7.8e+02,7.355e+02,-3.65107731575837e-06
a,9.6e+01,7.8e+02,7.36e+02,-1.0480686623952238e-05
a,9.6e+01,7.8e+02,7.365e+02,-1.96068193828499e-05
a,9.6e+01,7.8e+02,7.37e+02,-3.09746823364057e-05
a,9.6e+01,7.8e+02,7.375e+02,-4.418716309839035e-05
a,9.6e+01,7.8e+02,7.38e+02,-5.838967991311103e-05
a,9.6e+01,7.8e+02,7.385e+02,-7.216386344174717e-05
a,9.6e+01,7.8e+02,7.39e+02,-8.344932760954796e-05
a,9.6e+01,7.8e+02,7.395e+02,-8.951753248104332e-05
a,9.6e+01,7.8e+02,7.4e+02,-8.702510441065237e-05
a,9.6e+01,7.8e+02,7.405e+02,-7.21748639135658e-05
a,9.6e+01,7.8e+02,7.41e+02,-4.101003597005411e-05
a,9.6e+01,7.8e+02,7.415e+02,1.0140450722846174e-05
a,9.6e+01,7.8e+02,7.42e+02,8.406091683568302e-05
a,9.6e+01,7.8e+02,7.425e+02,1.8190681850707848e-04
a,9.6e+01,7.8e+02,7.43e+02,3.0236136674937784e-04
a,9.6e+01,7.8e+02,7.435e+02,4.4076031159285547e-04
a,9.6e+01,7.8e+02,7.44e+02,5.882860611324341e-04
a,9.6e+01,7.8e+02,7.445e+02,7.313625387463529e-04
a,9.6e+01,7.8e+02,7.45e+02,8.51406165995928e-04
a,9.6e+01,7.8e+02,7.455e+02,9.251004962078191e-04
a,9.6e+01,7.8e+02,7.46e+02,9.253563611218635e-04
a,9.6e+01,7.8e+02,7.465e+02,8.230903469965147e-04
a,9.6e+01,7.8e+02,7.47e+02,5.898976948539565e-04
a,9.6e+01,7.8e+02,7.475e+02,2.0160936529471012e-04
a,9.6e+01,7.8e+02,7.48e+02,-3.573915451460644e-04
a,9.6e+01,7.8e+02,7.485e+02,-1.0893558657232268e-03
a,9.6e+01,7.8e+02,7.49e+02,-1.9782675704555826e-03
a,9.6e+01,7.8e+02,7.495e+02,-2.9854119085488276e-03
a,9.6e+01,7.8e+02,7.5e+02,-4.046089510101255e-03
a,9.6e+01,7.8e+02,7.505e+02,-5.068228091089964e-03
a,9.6e+01,7.8e+02,7.51e+02,-5.9336474388478585e-03
a,9.6e+01,7.8e+02,7.515e+02,-6.502645373468843e-03
a,9.6e+01,7.8e+02,7.52e+02,-6.622376560352529e-03
a,9.6e+01,7.8e+02,7.525e+02,-6.139186093596389e-03
a,9.6e+01,7.8e+02,7.53e+02,-4.914642347568223e-03
a,9.6e+01,7.8e+02,7.535e+02,-2.8445109978644805e-03
a,9.6e+01,7.8e+02,7.54e+02,1.2063649652831131e-04
a,9.6e+01,7.8e+02,7.545e+02,3.955025963932822e-03
a,9.6e+01,7.8e+02,7.55e+02,8.539802752252787e-03
a,9.6e+01,7.8e+02,7.555e+02,1.3650288702328692e-02
a,9.6e+01,7.8e+02,7.56e+02,1.8951068329299634e-02
a,9.6e+01,7.8e+02,7.565e+02,2.400138328804832e-02
a,9.6e+01,7.8e+02,7.57e+02,2.827276036502651e-02
a,9.6e+01,7.8e+02,7.575e+02,3.1179893307401393e-02
a,9.6e+01,7.8e+02,7.58e+02,3.2124570342443745e-02
a,9.6e+01,7.8e+02,7.585e+02,3.0550960443475e-02
a,9.6e+01,7.8e+02,7.59e+02,2.6008961699865992e-02
a,9.6e+01,7.8e+02,7.595e+02,1.8220735018313672e-02
a,9.6e+01,7.8e+02,7.6e+02,7.144185760028639e-03
a,9.6e+01,7.8e+02,7.605e+02,-6.973783450128853e-03
a,9.6e+01,7.8e+02,7.61e+02,-2.356175268825345e-02
a,9.6e+01,7.8e+02,7.615e+02,-4.171306184750596e-02
a,9.6e+01,7.8e+02,7.62e+02,-6.020565046944077e-02
a,9.6e+01,7.8e+02,7.625e+02,-7.755605987693716e-02
a,9.6e+01,7.8e+02,7.63e+02,-9.210825656257078e-02
a,9.6e+01,7.8e+02,7.635e+02,-1.0215441941592122e-01
a,9.6e+01,7.8e+02,7.64e+02,-1.0608104029646107e-01
a,9.6e+01,7.8e+02,7.645e+02,-1.025299970600778e-01
a,9.6e+01,7.8e+02,7.65e+02,-9.056109734558396e-02
a,9.6e+01,7.8e+02,7.655e+02,-6.980039098311006e-02
a,9.6e+01,7.8e+02,7.66e+02,-4.0557692775340104e-02
a,9.6e+01,7.8e+02,7.665e+02,-3.897530673338419e-03
a,9.6e+01,7.8e+02,7.67e+02,3.8349724149308935e-02
a,9.6e+01,7.8e+02,7.675e+02,8.36455223484669e-02
a,9.6e+01,7.8e+02,7.68e+02,1.2887282580844356e-01
a,9.6e+01,7.8e+02,7.685e+02,1.7053426201561578e-01
a,9.6e+01,7.8e+02,7.69e+02,2.0500796436556454e-01
a,9.6e+01,7.8e+02,7.695e+02,2.2884339625552344e-01
a,9.6e+01,7.8e+02,7.7e+02,2.3907360474208644e-01
a,9.6e+01,7.8e+02,7.705e+02,2.335163055302778e-01
a,9.6e+01,7.8e+02,7.71e+02,2.1103457619817756e-01
a,9.6e+01,7.8e+02,7.715e+02,1.7172913179347143e-01
a,9.6e+01,7.8e+02,7.72e+02,1.1703830574611274e-01
a,9.6e+01,7.8e+02,7.725e+02,4.9728776555260534e-02
a,9.6e+01,7.8e+02,7.73e+02,-2.6230733750295183e-02
a,9.6e+01,7.8e+02,7.735e+02,-1.0590989692188038e-01
a,9.6e+01,7.8e+02,7.74e+02,-1.8375731800483036e-01
a,9.6e+01,7.8e+02,7.745e+02,-2.540166554471096e-01
a,9.6e+01,7.8e+02,7.75e+02,-3.1118509593157867e-01
a,9.6e+01,7.8e+02,7.755e+02,-3.5047504494794185e-01
a,9.6e+01,7.8e+02,7.76e+02,-3.682375365973899e-01
a,9.6e+01,7.8e+02,7.765e+02,-3.623074875652075e-01
a,9.6e+01,7.8e+02,7.77e+02,-3.3223653903397704e-01
a,9.6e+01,7.8e+02,7.775e+02,-2.793884396585213e-01
a,9.6e+01,7.8e+02,7.78e+02,-2.0688391787011348e-01
a,9.6e+01,7.8e+02,7.785e+02,-1.1939564418555086e-01
a,9.6e+01,7.8e+02,7.79e+02,-2.2807854976923062e-02
a,9.6e+01,7.8e+02,7.795e+02,7.62319101009162e-02
a,9.6e+01,7.8e+02,7.8e+02,1.7083103964988267e-01
a,9.6e+01,7.8e+02,7.805e+02,2.5439518028705477e-01
a,9.6e+01,7.8e+02,7.81e+02,3.211490961350779e-01
a,9.6e+01,7.8e+02,7.815e+02,3.6658935374046847e-01
a,9.6e+01,7.8e+02,7.82e+02,3.878293862112206e-01
a,9.6e+01,7.8e+02,7.825e+02,3.8380751634234817e-01
a,9.6e+01,7.8e+02,7.83e+02,3.5534129592615316e-01
a,9.6e+01,7.8e+02,7.835e+02,3.0502575163436424e-01
a,9.6e+01,7.8e+02,7.84e+02,2.3698738351111864e-01
a,9.6e+01,7.8e+02,7.845e+02,1.5651862488959364e-01
a,9.6e+01,7.8e+02,7.85e+02,6.962769648874084e-02
a,9.6e+01,7.8e+02,7.855e+02,-1.745457406250003e-02
a,9.6e+01,7.8e+02,7.86e+02,-9.876689630967564e-02
a,9.6e+01,7.8e+02,7.865e+02,-1.6906630470234107e-01
a,9.6e+01,7.8e+02,7.87e+02,-2.2419694434733395e-01
a,9.6e+01,7.8e+02,7.875e+02,-2.613510905729081e-01
a,9.6e+01,7.8e+02,7.88e+02,-2.7920571272811867e-01
a,9.6e+01,7.8e+02,7.885e+02,-2.779299694060144e-01
a,9.6e+01,7.8e+02,7.89e+02,-2.590708671657772e-01
a,9.6e+01,7.8e+02,7.895e+02,-2.253347834735684e-01
a,9.6e+01,7.8e+02,7.9e+02,-1.802907080654845e-01
a,9.6e+01,7.8e+02,7.905e+02,-1.2802624865683748e-01
a,9.6e+01,7.8e+02,7.91e+02,-7.27893723844148e-02
a,9.6e+01,7.8e+02,7.915e+02,-1.8647560540618863e-02
a,9.6e+01,7.8e+02,7.92e+02,3.08080900369536e-02
a,9.6e+01,7.8e+02,7.925e+02,7.269265163930441e-02
a,9.6e+01,7.8e+02,7.93e+02,1.0497765497618958e-01
a,9.6e+01,7.8e+02,7.935e+02,1.2655682942331667e-01
a,9.6e+01,7.8e+02,7.94e+02,1.3723025498682995e-01
a,9.6e+01,7.8e+02,7.945e+02,1.376168422434431e-01
a,9.6e+01,7.8e+02,7.95e+02,1.2901038493124561e-01
a,9.6e+01,7.8e+02,7.955e+02,1.131977826170541e-01
a,9.6e+01,7.8e+02,7.96e+02,9.225929336533951e-02
a,9.6e+01,7.8e+02,7.965e+02,6.836995575643652e-02
a,9.6e+01,7.8e+02,7.97e+02,4.36189100438249e-02
a,9.6e+01,7.8e+02,7.975e+02,1.9859679516234113e-02
a,9.6e+01,7.8e+02,7.98e+02,-1.3999493291679118e-03
a,9.6e+01,7.8e+02,7.985e+02,-1.9064465677380637e-02
a,9.6e+01,7.8e+02,7.99e+02,-3.247402234631502e-02
a,9.6e+01,7.8e+02,7.995e+02,-4.1388877916934824e-02
a,9.6e+01,7.8e+02,8e+02,-4.5941959043544874e-02
a,9.6e+01,7.8e+02,8.005e+02,-4.656840720766128e-02
a,9.6e+01,7.8e+02,8.01e+02,-4.392168819785122e-02
a,9.6e+01,7.8e+02,8.015e+02,-3.8785562107345906e-02
a,9.6e+01,7.8e+02,8.02e+02,-3.1990112571400026e-02
a,9.6e+01,7.8e+02,8.025e+02,-2.433834765560139e-02
a,9.6e+01,7.8e+02,8.03e+02,-1.654786579296701e-02
a,9.6e+01,7.8e+02,8.035e+02,-9.209976325620432e-03
a,9.6e+01,7.8e+02,8.04e+02,-2.7666921687361204e-03
a,9.6e+01,7.8e+02,8.045e+02,2.4956601177716473e-03
a,9.6e+01,7.8e+02,8.05e+02,6.438730030301283e-03
a,9.6e+01,7.8e+02,8.055e+02,9.05365222988169e-03
a,9.6e+01,7.8e+02,8.06e+02,1.0435441619645814e-02
a,9.6e+01,7.8e+02,8.065e+02,1.0753881590166037e-02
a,9.6e+01,7.8e+02,8.07e+02,1.0224127938724436e-02
a,9.6e+01,7.8e+02,8.075e+02,9.07963952495456e-03
a,9.6e+01,7.8e+02,8.08e+02,7.549311282779543e-03
a,9.6e+01,7.8e+02,8.085e+02,5.839921274687042e-03
a,9.6e+01,7.8e+02,8.09e+02,4.124290805104492e-03
a,9.6e+01,7.8e+02,8.095e+02,2.5349540069112067e-03
a,9.6e+01,7.8e+02,8.1e+02,1.162676673274502e-03
a,9.6e+01,7.8e+02,8.105e+02,5.886729448853269e-05
a,9.6e+01,7.8e+02,8.11e+02,-7.592188193850862e-04
a,9.6e+01,7.8e+02,8.115e+02,-1.3015883867020415e-03
a,9.6e+01,7.8e+02,8.12e+02,-1.597938819553802e-03
a,9.6e+01,7.8e+02,8.125e+02,-1.690241559354252e-03
a,9.6e+01,7.8e+02,8.13e+02,-1.6261034717901634e-03
a,9.6e+01,7.8e+02,8.135e+02,-1.453308555894793e-03
a,9.6e+01,7.8e+02,8.14e+02,-1.2157353866704952e-03
a,9.6e+01,7.8e+02,8.145e+02,-9.506701375317136e-04
a,9.6e+01,7.8e+02,8.15e+02,-6.874005197834373e-04
a,9.6e+01,7.8e+02,8.155e+02,-4.468858232585634e-04
a,9.6e+01,7.8e+02,8.16e+02,-2.4225042745066303e-04
a,9.6e+01,7.8e+02,8.165e+02,-7.983683789865438e-05
a,9.6e+01,7.8e+02,8.17e+02,3.9428625835098584e-05
a,9.6e+01,7.8e+02,8.175e+02,1.185678812490966e-04
a,9.6e+01,7.8e+02,8.18e+02,1.631440446792346e-04
a,9.6e+01,7.8e+02,8.185e+02,1.8002805791516742e-04
a,9.6e+01,7.8e+02,8.19e+02,1.7640401415343625e-04
a,9.6e+01,7.8e+02,8.195e+02,1.5903725435648133e-04
a,9.6e+01,7.8e+02,8.2e+02,1.3379737237624822e-04
a,9.6e+01,7.8e+02,8.205e+02,1.0540608977914771e-04
a,9.6e+01,7.8e+02,8.21e+02,7.736705465732204e-05
a,9.6e+01,7.8e+02,8.215e+02,5.2029670559650435e-05
a,9.6e+01,7.8e+02,8.22e+02,3.074030030066666e-05
a,9.6e+01,7.8e+02,8.225e+02,1.40397010958612e-05
a,9.6e+01,7.8e+02,8.23e+02,1.8735214052751146e-06
a,9.6e+01,7.8e+02,8.235e+02,-6.208417079951775e-06
a,9.6e+01,7.8e+02,8.24e+02,-1.0879703560425175e-05
a,9.6e+01,7.8e+02,8.245e+02,-1.2899888751643904e-05
a,9.6e+01,7.8e+02,8.25e+02,-1.3014077569480693e-05
a,9.6e+01,7.8e+02,8.255e+02,-1.1887294056155375e-05
a,9.6e+01,7.8e+02,8.26e+02,-1.0068611157502242e-05
a,9.6e+01,7.8e+02,8.265e+02,-7.97868776482488e-06
a,9.6e+01,7.8e+02,8.27e+02,-5.914093068769545e-06
a,9.6e+01,7.8e+02,8.275e+02,-4.062302350175603e-06
a,9.6e+01,7.8e+02,8.28e+02,-2.5222176339660983e-06
a,9.6e+01,7.8e+02,8.285e+02,-1.3262467702213934e-06
a,9.6e+01,7.8e+02,8.29e+02,-4.61170945022705e-07
a,9.6e+01,7.8e+02,8.295e+02,1.1388917655266156e-07
a,9.6e+01,7.8e+02,8.3e+02,4.532105858796123e-07
a,9.6e+01,7.8e+02,8.305e+02,6.140444144757651e-07
a,9.6e+01,7.8e+02,8.31e+02,6.497195009530904e-07
a,9.6e+01,7.8e+02,8.315e+02,6.057031145140919e-07
a,9.6e+01,7.8e+02,8.32e+02,5.17943326447841e-07
a,9.6e+01,7.8e+02,8.325e+02,4.128220044407427e-07
a,9.6e+01,7.8e+02,8.33e+02,3.0812242192179846e-07
a,9.6e+01,7.8e+02,8.335e+02,2.145275801316883e-07
a,9.6e+01,7.8e+02,8.34e+02,1.372888324300276e-07
a,9.6e+01,7.8e+02,8.345e+02,7.782150891855312e-08
a,9.6e+01,7.8e+02,8.35e+02,3.5084330483047634e-08
a,9.6e+01,7.8e+02,8.355e+02,6.677632063387389e-09
a,9.6e+01,7.8e+02,8.36e+02,-1.0348805344957023e-08
a,9.6e+01,7.8e+02,8.365e+02,-1.8952007243715353e-08
a,9.6e+01,7.8e+02,8.37e+02,-2.1770923538278647e-08
a,9.6e+01,7.8e+02,8.375e+02,-2.0968680081099766e-08
a,9.6e+01,7.8e+02,8.38e+02,-1.819208926560903e-08
a,9.6e+01,7.8e+02,8.385e+02,-1.460531493063581e-08
a,9.6e+01,7.8e+02,8.39e+02,-1.0963573684618869e-08
a,9.6e+01,7.8e+02,8.395e+02,-7.702050380729087e-09
a,9.6e+01,7.8e+02,8.4e+02,-5.023611218595301e-09
a,9.6e+01,7.8e+02,8.405e+02,-2.9757915019065332e-09
a,9.6e+01,7.8e+02,8.41e+02,-1.512719198535889e-09
a,9.6e+01,7.8e+02,8.415e+02,-5.41194086192124e-10
a,9.6e+01,7.8e+02,8.42e+02,4.7681086604154926e-11
a,9.6e+01,7.8e+02,8.425e+02,3.588164245465474e-10
a,9.6e+01,7.8e+02,8.43e+02,4.825521171520176e-10
a,9.6e+01,7.8e+02,8.435e+02,4.904714708684748e-10
a,9.6e+01,7.8e+02,8.44e+02,4.3530851167846025e-10
a,9.6e+01,7.8e+02,8.445e+02,3.531571245491023e-10
a,9.6e+01,7.8e+02,8.45e+02,2.6669479809392e-10
a,9.6e+01,7.8e+02,8.455e+02,1.885771224260651e-10
a,9.6e+01,7.8e+02,8.46e+02,1.2451199628431245e-10
a,9.6e+01,7.8e+02,8.465e+02,7.578064085443711e-11
a,9.6e+01,7.8e+02,8.47e+02,4.114528535340791e-11
a,9.6e+01,7.8e+02,8.475e+02,1.818673716321228e-11
a,9.6e+01,7.8e+02,8.48e+02,4.1667051365768415e-12
a,9.6e+01,7.8e+02,8.485e+02,-3.4738104894629198e-12
a,9.6e+01,7.8e+02,8.49e+02,-6.873840244297691e-12
a,9.6e+01,7.8e+02,8.495e+02,-7.679541461661662e-12
a,9.6e+01,7.8e+02,8.5e+02,-7.0694494506817366e-12
a,9.6e+01,7.8e+02,8.505e+02,-5.8281650406290435e-12
a,9.6e+01,7.8e+02,8.51e+02,-4.43585631341986e-12
a,9.6e+01,7.8e+02,8.515e+02,-3.1543127621408155e-12
a,9.6e+01,7.8e+02,8.52e+02,-2.0998985776691454e-12
a,9.6e+01,7.8e+02,8.525e+02,-1.300093968349955e-12
a,9.6e+01,7.8e+02,8.53e+02,-7.340824330293313e-13
a,9.6e+01,7.8e+02,8.535e+02,-3.597502357977856e-13
a,9.6e+01,7.8e+02,8.54e+02,-1.3013941713666225e-13
a,9.6e+01,7.8e+02,8.545e+02,-2.335041226429571e-15
a,9.6e+01,7.8e+02,8.55e+02,5.866783938801666e-14
a,9.6e+01,7.8e+02,8.555e+02,7.91419269594324e-14
a,9.6e+01,7.8e+02,8.56e+02,7.743584242792518e-14
a,9.6e+01,7.8e+02,8.565e+02,6.547804444558845e-14
a,9.6e+01,7.8e+02,8.57e+02,5.041343243245249e-14
a,9.6e+01,7.8e+02,8.575e+02,3.607462503867076e-14
a,9.6e+01,7.8e+02,8.58e+02,2.4164085349504756e-14
a,9.6e+01,7.8e+02,8.585e+02,1.5127276187504152e-14
a,9.6e+01,7.8e+02,8.59e+02,8.751249853427622e-15
a,9.6e+01,7.8e+02,8.595e+02,4.544821117738552e-15
a,9.6e+01,7.8e+02,8.6e+02,1.959037578761239e-15
a,9.6e+01,7.8e+02,8.605e+02,4.994183395819833e-16
a,9.6e+01,7.8e+02,8.61e+02,-2.2956435161421603e-16
a,9.6e+01,7.8e+02,8.615e+02,-5.185079282733572e-16
a,9.6e+01,7.8e+02,8.62e+02,-5.660407060894073e-16
a,9.6e+01,7.8e+02,8.625e+02,-4.986731512486877e-16
a,9.6e+01,7.8e+02,8.63e+02,-3.9085332999640084e-16
a,9.6e+01,7.8e+02,8.635e+02,-2.820743611239602e-16
a,9.6e+01,7.8e+02,8.64e+02,-1.9001675605058018e-16
a,9.6e+01,7.8e+02,8.645e+02,-1.198605454277495e-16
a,9.6e+01,7.8e+02,8.65e+02,-7.041712178672504e-17
a,9.6e+01,7.8e+02,8.655e+02,-3.786921042910377e-17
a,9.6e+01,7.8e+02,8.66e+02,-1.7849382420317823e-17
a,9.6e+01,7.8e+02,8.665e+02,-6.447521991847703e-18
a,9.6e+01,7.8e+02,8.67e+02,-5.81638612648486e-19
a,9.6e+01,7.8e+02,8.675e+02,1.972569775304439e-18
a,9.6e+01,7.8e+02,8.68e+02,2.7073680696458363e-18
a,9.6e+01,7.8e+02,8.685e+02,2.5564667765837827e-18
a,9.6e+01,7.8e+02,8.69e+02,2.061235341598531e-18
a,9.6e+01,7.8e+02,8.695e+02,1.5066274148995803e-18
a,9.6e+01,7.8e+02,8.7e+02,1.0216984606764609e-18
a,9.6e+01,7.8e+02,8.705e+02,6.482965066218608e-19
a,9.6e+01,7.8e+02,8.71e+02,3.847246249643026e-19
a,9.6e+01,7.8e+02,8.715e+02,2.1145339053229594e-19
a,9.6e+01,7.8e+02,8.72e+02,1.0490949175670583e-19
a,9.6e+01,7.8e+02,8.725e+02,4.3909054343682846e-20
a,9.6e+01,7.8e+02,8.73e+02,1.1913735857046197e-20
a,9.6e+01,7.8e+02,8.735e+02,-2.8410083066031693e-21
a,9.6e+01,7.8e+02,8.74e+02,-8.122340869250818e-21
a,9.6e+01,7.8e+02,8.745e+02,-8.715265996301824e-21
a,9.6e+01,7.8e+02,8.75e+02,-7.35895338460531e-21
a,9.6e+01,7.8e+02,8.755e+02,-5.4866771081680416e-21
a,9.6e+01,7.8e+02,8.76e+02,-3.7554549732291215e-21
a,9.6e+01,7.8e+02,8.765e+02,-2.3967078404063356e-21
a,9.6e+01,7.8e+02,8.77e+02,-1.4323554707640612e-21
a,9.6e+01,7.8e+02,8.775e+02,-7.982762387380174e-22
a,9.6e+01,7.8e+02,8.78e+02,-4.085955463225214e-22
a,9.6e+01,7.8e+02,8.785e+02,-1.8486147981612024e-22
a,9.6e+01,7.8e+02,8.79e+02,-6.605360238705173e-23
a,9.6e+01,7.8e+02,8.795e+02,-9.237578520731227e-24
a,9.6e+01,7.8e+02,8.8e+02,1.3550595592774488e-23
a,9.6e+01,7.8e+02,8.805e+02,1.9305114271203947e-23
a,9.6e+01,7.8e+02,8.81e+02,1.7645217562642677e-23
a,9.6e+01,7.8e+02,8.815e+02,1.357880416691692e-23
a,9.6e+01,7.8e+02,8.82e+02,9.426140709509818e-24
a,9.6e+01,7.8e+02,8.825e+02,6.058627650094609e-24
a,9.6e+01,7.8e+02,8.83e+02,3.641699342259423e-24
a,9.6e+01,7.8e+02,8.835e+02,2.048307398617347e-24
a,9.6e+01,7.8e+02,8.84e+02,1.069131128960944e-24
a,9.6e+01,7.8e+02,8.845e+02,5.06198520293785e-25
a,9.6e+01,7.8e+02,8.85e+02,2.0499201490208576e-25
a,9.6e+01,7.8e+02,8.855e+02,5.755711302800304e-26
a,9.6e+01,7.8e+02,8.86e+02,-5.644142382742251e-27
a,9.6e+01,7.8e+02,8.865e+02,-2.637073808798633e-26
a,9.6e+01,7.8e+02,8.87e+02,-2.8020538043526393e-26
a,9.6e+01,7.8e+02,8.875e+02,-2.271608070760194e-26
a,9.6e+01,7.8e+02,8.88e+02,-1.612119197263642e-26
a,9.6e+01,7.8e+02,8.885e+02,-1.0468060886632091e-26
a,9.6e+01,7.8e+02,8.89e+02,-6.329578675312408e-27
a,9.6e+01,7.8e+02,8.895e+02,-3.583696644389534e-27
a,9.6e+01,7.8e+02,8.9e+02,-1.8941887400477116e-27
a,9.6e+01,7.8e+02,8.905e+02,-9.222009087204692e-28
a,9.6e+01,7.8e+02,8.91e+02,-3.9981103249265245e-28
a,9.6e+01,7.8e+02,8.915e+02,-1.4029518965940557e-28
a,9.6e+01,7.8e+02,8.92e+02,-2.4383274037760268e-29
a,9.6e+01,7.8e+02,8.925e+02,1.8819280014738515e-29
a,9.6e+01,7.8e+02,8.93e+02,2.866923933076805e-29
a,9.6e+01,7.8e+02,8.935e+02,2.5457097582380176e-29
a,9.6e+01,7.8e+02,8.94e+02,1.871812622286009e-29
a,9.6e+01,7.8e+02,8.945e+02,1.2345703939055745e-29
a,9.6e+01,7.8e+02,8.95e+02,7.522327999758709e-30
a,9.6e+01,7.8e+02,8.955e+02,4.2831724730212785e-30
a,9.6e+01,7.8e+02,8.96e+02,2.2830242065845544e-30
a,9.6e+01,7.8e+02,8.965e+02,1.1312371828683913e-30
a,9.6e+01,7.8e+02,8.97e+02,5.1065430841721545e-31
a,9.6e+01,7.8e+02,8.975e+02,1.995015946899258e-31
a,9.6e+01,7.8e+02,8.98e+02,5.68707582195799e-32
a,9.6e+01,7.8e+02,8.985e+02,-2.8895974943877252e-34
a,9.6e+01,7.8e+02,8.99e+02,-1.7697252677582493e-32
a,9.6e+01,7.8e+02,8.995e+02,-1.8803846494815792e-32
a,9.6e+01,7.8e+02,9e+02,-1.4665890867681806e-32
a,9.7e+01,7.7e+02,7e+02,-8.759583321860405e-12
a,9.7e+01,7.7e+02,7.005e+02,-1.293745074510164e-11
a,9.7e+01,7.7e+02,7.01e+02,-1.7891932514271056e-11
a,9.7e+01,7.7e+02,7.015e+02,-2.310095860871688e-11
a,9.7e+01,7.7e+02,7.02e+02,-2.747849203864748e-11
a,9.7e+01,7.7e+02,7.025e+02,-2.911943457711788e-11
a,9.7e+01,7.7e+02,7.03e+02,-2.501349007831724e-11
a,9.7e+01,7.7e+02,7.035e+02,-1.0769700650489746e-11
a,9.7e+01,7.7e+02,7.04e+02,1.9572967578592773e-11
a,9.7e+01,7.7e+02,7.045e+02,7.352923422070087e-11
a,9.7e+01,7.7e+02,7.05e+02,1.597719753620649e-10
a,9.7e+01,7.7e+02,7.055e+02,2.8712631806898146e-10
a,9.7e+01,7.7e+02,7.06e+02,4.6266967308475693e-10
a,9.7e+01,7.7e+02,7.065e+02,6.886233003960835e-10
a,9.7e+01,7.7e+02,7.07e+02,9.57736125503655e-10
a,9.7e+01,7.7e+02,7.075e+02,1.24695503546879e-09
a,9.7e+01,7.7e+02,7.08e+02,1.5093879082823513e-09
a,9.7e+01,7.7e+02,7.085e+02,1.664940712521748e-09
a,9.7e+01,7.7e+02,7.09e+02,1.59059068149581e-09
a,9.7e+01,7.7e+02,7.095e+02,1.112073659614509e-09
